id,grupo,alimento,cantidad,unidad,peso_bruto_g,peso_neto_g,kcal,prot_g,lip_g,hc_g,agsat_g,agmono_g,agpoli_g,colest_mg,azucar_g,fibra_g,vita_ug,ac_ascorbico_mg,ac_folico_ug,calcio_mg,hierro_mg,potasio_mg,sodio_mg,fosforo_mg,etanol_g,ig,cg
gelatina-de-naranja,Azucares sin grasa,Gelatina de naranja,4,cda,64,64,40,0.8,0,9.1,0,0,0,0,8.6,0,0,0,,1.9,0,,48,,0,,
gelatina-de-nuez-de-leche,Azucares sin grasa,Gelatina de nuez de leche,3,cda,48,48,46,2.1,1.1,6.8,0.7,0,0,0,6.8,0,0,0,,0,0,,23.3,,0,,
gelatina-de-pina,Azucares sin grasa,Gelatina de piña,4,cda,64,64,40,0.8,0,91,0,0,0,0,8.6,0,0,0,,1.9,0,,48,,0,,
gelatina-de-pistache,Azucares sin grasa,Gelatina de pistache,3,cda,48,48,46,2.1,1.1,6.8,0.7,0,0,0,6.8,0,0,0,,45,0,,23.2,,0,,
gelatina-de-rompope,Azucares sin grasa,Gelatina de rompope,3,cda,48,48,46,2.1,1.1,6.8,0.7,0,0,0,6.8,0,0,0,,45,0,,23.2,,0,,
gelatina-de-sabor-en-polvo,Azucares sin grasa,Gelatina de sabor en polvo,10,gramos,10,10,38,0.8,0,9.1,0,0,0,0,8.6,0,0,0,0.3,0.3,0,0.7,46.6,14.1,0,,
gelatina-de-uva,Azucares sin grasa,Gelatina de uva,4,cda,64,64,40,0.8,0,9.1,0,0,0,0,8.6,0,0,0,,1.9,0,,48,,0,,
gelatina-de-vainilla,Azucares sin grasa,Gelatina de vainilla,3,cda,48,48,46,2.1,1.1,6.8,0.7,0,0,0,6.8,0,0,0,,45,0,,23.2,,0,,
gelatina-de-vainilla-de-leche,Azucares sin grasa,Gelatina de vainilla de leche,3,cda,48,48,46,2.1,1.1,6.8,0.7,0,0,0,6.8,0,0,0,,45,0,,23.2,,0,,
gelatina-de-zarzamora,Azucares sin grasa,Gelatina de zarzamora,4,cda,64,64,40,0.8,0,9.1,0,0,0,0,8.6,0,0,0,,1.9,0,,48,,0,,
gelatina-en-polvo-para-agua,Azucares sin grasa,Gelatina en polvo para agua,10,gramos,10,10,38,0.8,0,9.1,0,0,0,0,8.6,0,0,0,0.3,0.3,0,0.7,46.6,14.1,0,,
gelatina-en-polvo-para-leche,Azucares sin grasa,Gelatina en polvo para leche,10,gramos,10,10,38,0.8,0,9.1,0,0,0,0,8.6,0,0,0,0.3,0.3,0,0.7,46.6,14.1,0,,
gelatina-preparada,Azucares sin grasa,Gelatina preparada,4.5,cda,72,72,45,0.9,0,10.2,0,0,0,0,9.7,0,0,0,0.7,2.2,0,0.7,54,15.9,0,,
gomilocas-de-hamburguesa,Azucares sin grasa,Gomilocas de hamburguesa,0.25,bolsa,14,14,44,0.6,0,10.4,0,0,0,0,7.3,0,0,0,,0,0,,0,,0,,
gomilocas-pinguino,Azucares sin grasa,Gomilocas pingüino,0.25,bolsa,14,14,45,0.8,0,10.4,0,0,0,0,7.3,0,0,0,,0,0,,0,,0,,
gomitas,Azucares sin grasa,Gomitas,4,pieza,12,12,42,0.5,0,10.2,0,0,0,0,7.1,0,0,0,0,0,0,0,0,0,0,,
gomitas-con-azucar,Azucares sin grasa,Gomitas con azúcar,1,pieza,15,15,44,0.4,0,10.5,0,0,0,0,10.1,0,0,0,,0,0,,7.1,,0,,
gomitas-de-aros-de-durazno-acidas,Azucares sin grasa,Gomitas de aros de durazno ácidas,1.5,pieza,12,12,43,0.7,0,10.1,0,0,0,0,5,0,0,0,,0,0,,3.4,,0,,
gomitas-de-aros,Azucares sin grasa,Gomitas de aros,2,pieza,16,16,51,1.2,0,11.6,0,0,0,0,10.4,0,0,0,,0,0,,5.6,,0,,
gomitas-de-coca-cola,Azucares sin grasa,Gomitas de Coca Cola,3,pieza,12,12,38,0.9,0,8.7,0,0,0,0,7.8,0,0,0,,0,0,,4.2,,0,,
gomitas-de-guanabana,Azucares sin grasa,Gomitas de guanábana,3,pieza,12,12,38,0.4,0,8.6,0,0,0,0,7.9,0,0,0,,0,0,,5.6,,0,,
gomitas-de-gusano-lombriz-brillante,Azucares sin grasa,Gomitas de gusano (lombriz brillante),2,pieza,16,16,48,0.4,0,11.6,0,0,0,0,10.4,0,0,0,,0,0,,7.6,,0,,
gomitas-de-pinguinos,Azucares sin grasa,Gomitas de pingüinos,0.25,bolsa,14,14,45,0.8,0,10.4,0,0,0,0,7.3,0,0,0,,0,0,,0,,0,,
gomitas-en-forma-de-dientes-ricolino,Azucares sin grasa,Gomitas en forma de dientes (Ricolino),0.25,bolsa,14,14,44,0.6,0,10.5,0,0,0,0,7.7,0,0,0,,0,0,,0,,0,,
gomitas-frutas-enchiladas,Azucares sin grasa,Gomitas frutas enchiladas,2,pieza,16,16,51,0.8,0,12,0,0,0,0,11.6,0,0,0,,0,0,,108,,0,,
gomitas-mango-lucky,Azucares sin grasa,Gomitas mango Lucky,1.5,pieza,12,12,48,0,0,10.5,0,0,0,0,9,0,0,0,,0,0,,6.4,,0,,
granadina,Azucares sin grasa,Granadina,1,cda,15,15,40,0,0,10,0,0,0,0,7,0,0,0,,0.9,0,,4.1,,0,,
huevitos-de-chocolate-confitado,Azucares sin grasa,Huevitos de chocolate confitado,10,gramos,10,10,40,0.4,0.6,8.4,0.6,0,0,0,7.2,0.4,0,0,,0,0,,8,,0,,
inulina-de-agave,Azucares sin grasa,Inulina de agave,2,cdita,10,10,40,0,0,10,0,0,0,0,0.5,9.5,0,0,,0,0,,120,,0,,
jalea,Azucares sin grasa,Jalea,2,cdita,13,13,42,0,0,10.7,0,0,0,0,6.5,0,0,0,0,0,0,0,3.3,0,0,,
jalea-molecular-varios-sabores,Azucares sin grasa,Jalea Molecular varios sabores,3,cdita,18,18,39,0.5,0,10.8,0,0,0,0,9,0.2,0,0,,0,0,,0,,0,,
jarabe-de-chocolate,Azucares sin grasa,Jarabe de chocolate,1,cda,18,18,49,0.4,0.2,11.4,0.1,0.1,0,0,8.7,0.5,0,0,0.4,2.5,0.4,39.4,12.7,22.7,0,,
jarabe-de-fresa,Azucares sin grasa,Jarabe de fresa,1,cda,15,15,40,0,0,9.5,0,0,0,0,9.5,0,0,0,,0,0,,0,,0,,
jarabe-de-mango,Azucares sin grasa,Jarabe de mango,1,cda,15,15,45,0,0,11.5,0,0,0,0,11.5,0,0,0,,0,0,,0,,0,,
jarabe-de-sabor-para-preparar-agua,Azucares sin grasa,Jarabe de sabor para preparar agua,1,cda,17,17,41,0,0.1,11.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
jarabe-de-nuez-de-macadamia,Azucares sin grasa,Jarabe de nuez de macadamia,1,cda,15,15,45,0,0,11.5,0,0,0,0,11.5,0,0,0,,0,0,,20,,0,,
jarabe-sabor-fresa,Azucares sin grasa,"Jarabe sabor ""fresa""",1,cda,15,15,40,0,0,9.5,0,0,0,0,9.5,0,0,0,,0,0,,0,,0,,
jarabe-sabor-amareto,Azucares sin grasa,Jarabe sabor amareto,1,cda,15,15,40,0,0,9.5,0,0,0,0,9.5,0,0,0,,0,0,,0,,0,,
jarabe-sabor-arandano-azul,Azucares sin grasa,Jarabe sabor arándano azul,1,cda,15,15,40,0,0,9.5,0,0,0,0,9.5,0,0,0,,0,0,,0,,0,,
jarabae-sabor-chocolate-blanco,Azucares sin grasa,Jarabae sabor chocolate blanco,1,cda,15,15,410,0,0,9.5,0,0,0,0,9.5,0,0,0,,0,0,,22.5,,0,,
jarabe-sabor-irlandes,Azucares sin grasa,Jarabe sabor Irlandés,1,cda,15,15,45,0,0,11.5,0,0,0,0,11,0,0,0,,0,0,,0,,0,,
jarabe-sabor-menta-fresca,Azucares sin grasa,Jarabe sabor menta fresca,1,cda,15,15,40,0,0,9.5,0,0,0,0,9.5,0,0,0,,0,0,,0,,0,,
jarabe-sabor-vainilla,Azucares sin grasa,Jarabe sabor vainilla,1,cda,15,15,40,0,0,10,0,0,0,0,10,0,0,0,,0,0,,0,,0,,
jolly-rancher,Azucares sin grasa,Jolly Rancher,2,pieza,12,12,46,0,0,11.6,0,0,0,0,8.8,0,0,0,,0,0,,12,,0,,
jugo-de-ades-de-naranja,Azucares sin grasa,Jugo de Ades de naranja,1,paquete,200,200,49,1.2,0.9,9,0.1,0.5,0.2,0,7.3,0.8,0,0,,0,0,,23,,0,,
jugo-de-cana-de-azucar,Azucares sin grasa,Jugo de caña de azúcar,0.25,taza,60,60,50,0.2,0.1,12.3,0,0,0,0,12.3,0.2,0,1.2,,7.8,0.4,,,7.2,0,,
jugo-de-ciruela-pasa,Azucares sin grasa,Jugo de ciruela pasa,0.25,taza,64,64,45,0.4,0,11.2,0,0,0,0,10.5,0.6,0,2.6,0,7.7,8,176.6,2.6,16,0,,
jugo-de-citricos-preparado-con-agua,Azucares sin grasa,Jugo de cítricos preparado con agua,0.33,taza,80,80,37,0.2,0,9.2,0,0,0,0,6.5,0.1,1.6,21.6,5.6,7.1,0.9,89.7,3.2,8.1,0,50,5
jugo-de-fruta-concentrado,Azucares sin grasa,Jugo de fruta concentrado,20,gramos,20,20,45,0.8,0.3,10.1,0,0,0,0,10,0.1,57.6,45.8,0,10.2,0.3,188.4,1,0,0,50,5
jugo-de-frutas,Azucares sin grasa,Jugo de frutas,0.33,taza,80,80,40,0,0,10,0,0,0,0,10,0,0,20,0,0,0,16.7,53.3,36.7,0,50,5
jugo-de-zanahoria-manzana-y-3-frutas-citricas,Azucares sin grasa,"Jugo de zanahoria, manzana y 3 frutas cítricas",0.33,taza,80,80,39,0,0,9.7,0,0,0,0,9,0,800,48,0,0,0,0,6.4,0,0,,
jugo-natural-es-de-lala,Azucares sin grasa,Jugo Natural'es de Lala,1,pieza,125,125,28,0.5,0,6.5,,,,,6.5,0,,,,,,,3.8,,0,,
kombucha,Azucares sin grasa,Kombucha,0.5,taza,120,120,38,0,0,9.6,0,0,0,0,1.2,0,0,0,,0,0,,0,,0,,
leche-condensada,Azucares sin grasa,Leche condensada,2,cdita,11,11,36,0.9,1,6.1,0.6,0.3,0,3.8,6.1,0,8.3,0.3,1.2,31.8,0,41.6,14.2,28.3,0,61,4
leche-condensada-light,Azucares sin grasa,Leche condensada light,1,cda,16,16,45,1.4,0.1,9.6,0,0,0,0,96,,13.8,0.4,0,0,0,0,16.8,0,0,,
leche-condensada-untable,Azucares sin grasa,Leche condensada untable,1,cda,15,15,48,1,1.3,8.1,0.8,0,0,0,8.1,0,0,0,,38.7,0,,16.5,,0,,
leche-en-polvo-sabor-chocolate-con-malvavisco,Azucares sin grasa,Leche en polvo sabor chocolate con malvavisco,2,cda,14,14,56,6,0.3,12.6,0.3,0,0,0,11.5,0.6,0,3.8,0.6,63.7,0,39.2,19,12,0,,
leche-en-polvo-sabor-fudge-de-chocolate,Azucares sin grasa,Leche en polvo sabor fudge de chocolate,2,cda,14,14,56,0.6,0.3,12.6,0.3,0,0,0,11.5,0.6,0,3.8,0.6,63.7,0,39.2,19,12,0,,
lechera-tres-leches,Azucares sin grasa,Lechera tres leches,5,cdita,30,30,45,1.2,1.2,7.3,0.9,0,0,0,7,0,0,0,,0,0,,37.5,,0,,
lucas-muecas-sabor-cereza,Azucares sin grasa,Lucas Muecas sabor cereza,0.5,pieza,13,13,42,0,0,10.4,0,0,0,0,7.3,0,0,0,,0,0,,583.3,,0,,
malvavisco,Azucares sin grasa,Malvavisco,2,pieza,14,14,45,0.3,0,11.4,0,0,0,0,8.1,0,0,0,0.1,0.4,0,7,11.2,1.1,0,,
malvavisco-miniatura,Azucares sin grasa,Malvavisco miniatura,18,pieza,13,13,40,0.2,0,10.2,0,0,0,0,7.3,0,0,0,0.1,0.4,0,0.6,10.1,1,0,,
manzana-lift,Azucares sin grasa,Manzana Lift,0.25,lata,89,89,36,0,0,8.9,0,0,0,0,8.9,0,0,0,,0,0,,13.3,,0,,
melaza,Azucares sin grasa,Melaza,2.5,cdita,13,13,36,0,0,8.9,0,0,0,0,8.9,0,0,0,0,47.5,1.1,204.5,6.1,11.6,0,,
mentas-de-caramelo,Azucares sin grasa,Mentas de caramelo,6,pieza,10,10,41,0,0,10.2,0,0,0,0,10.2,0,0,0,0,0,0,0,0,0,0,70,7
mentos-frutal,Azucares sin grasa,Mentos frutal,4,pieza,11,11,40,0,0,10.3,0,0,0,0,8,0,0,0,,0,0,,0,,0,,
mentos-menta,Azucares sin grasa,Mentos menta,4,pieza,11,11,40,0,0,10.3,0,0,0,0,8,0,0,0,,0,0,,0,,0,,
mentos-sour-mix,Azucares sin grasa,Mentos Sour Mix,4,pieza,11,11,40,0,0,10,0,0,0,0,8,0,0,0,,0,0,,0,,0,,
merengue-duro,Azucares sin grasa,"Merengue ""duro""",11,pieza,11,11,42,0.2,0,10.2,,,,,10.2,,,,,,,,,,0,,
mermelada,Azucares sin grasa,Mermelada,2.5,cdita,17,17,41,0.1,0,10,,,,,8.1,0.1,0.1,0,0.1,2,0,10,0.2,0,0,48,5
mermelada-con-fructosa,Azucares sin grasa,Mermelada con fructosa,2.5,cda,43,43,40,0,0,10,0,0,0,0,10,0,0,0,0,0,0,87.5,50,0,0,,
mermelada-de-blueberry,Azucares sin grasa,Mermelada de blueberry,1,cda,15,15,38,0,0,9.8,0,0,0,0,7.5,0,0,0,,0,0,,3.8,,0,,
mermelada-de-chabacano,Azucares sin grasa,Mermelada de chabacano,1,cda,15,15,38,0,0,9.8,0,0,0,0,7.5,0,0,0,,0,0,,3.8,,0,,
mermelada-de-durazno,Azucares sin grasa,Mermelada de durazno,1,cda,15,15,38,0,0,9.8,0,0,0,0,7.5,0,0,0,,0,0,,3.8,,0,,
mermelada-de-frambuesa,Azucares sin grasa,Mermelada de frambuesa,1,cda,15,15,38,0,0,9.8,0,0,0,0,7.5,0,0,0,,0,0,,3.8,,0,,
mermelada-de-fresa,Azucares sin grasa,Mermelada de fresa,1,cda,15,15,38,0,0,9.8,0,0,0,0,7.5,0,0,0,,0,0,,3.8,,0,,
mermelada-de-fruta-menos-azucar,Azucares sin grasa,"Mermelada de fruta, menos azúcar",2,cda,30,30,40,0,0,9.9,0,0,0,0,9.9,0,0,0,0,0,0,0,0,,0,,
mermelada-de-naranja,Azucares sin grasa,Mermelada de naranja,1,cda,15,15,38,0,0,9.8,0,0,0,0,7.5,0,0,0,,0,0,,3.8,,0,,
mermelada-de-pera,Azucares sin grasa,Mermelada de pera,1,cda,15,15,38,0,0,9.8,0,0,0,0,7.5,0,0,0,,0,0,,3.8,,0,,
mermelada-de-zarzamora,Azucares sin grasa,Mermelada de zarzamora,1,cda,15,15,38,0,0,9.8,0,0,0,0,7.5,0,0,0,,0,0,,3.8,,0,,
miel,Azucares sin grasa,Miel,2,cdita,14,14,43,0,0,11.5,0,0,0,0,11.5,0,0,0.1,0.3,0.8,0.1,7.3,0.6,0.6,0,55,6
miel-de-abeja,Azucares sin grasa,Miel de abeja,2,cdita,14,14,43,0,0,11.5,0,0,0,0,11.5,0,0,0.1,0.3,0.8,0.1,7.3,0.6,0.6,0,55,6
miel-de-agave,Azucares sin grasa,Miel de agave,2,cdita,12,12,37,0,0,9.1,0,0,0,0,8,0,0,0,,0,0,,0,,0,,
miel-de-cana,Azucares sin grasa,Miel de caña,2,cdita,12,12,35,0.1,0,8.7,0,0,0,0,8.7,0,0,0.4,,8.4,0.1,51,,5,0,,
miel-de-maiz,Azucares sin grasa,Miel de maíz,2,cdita,12,12,36,0,0,9,0,0,0,0,9,0,0,0,0,5.5,0.5,0.5,8.2,,0,,
mel-ojarabe-sabor-map,Azucares sin grasa,Mel ojarabe sabor map,2,cdita,12,12,31,0,0,8.1,0,0,0,0,7.1,0,0,0,0,8,0.1,24.5,1.1,0.2,0,,
miguelito-en-polvo,Azucares sin grasa,Miguelito en polvo,8,sobre,32,32,45,0.6,0,7,0,0,0,0,0,2.7,0,0,,0,0,,8576,,0,,
miguelito-liquido,Azucares sin grasa,Miguelito líquido,10,sobre,100,100,40,0,0,10,0,0,0,0,10,0,0,0,,0,0,,2400,,0,,
monster-energy,Azucares sin grasa,Monster Energy*,0.2,lata,96,96,72,0,0,11,0,0,0,0,11,0,36,0,0,12,0,0,72,0,0,,
mousse-de-chocolate-sin-grasa,Azucares sin grasa,Mousse de chocolate sin grasa,0.25,taza,50,50,47,1,0.2,10.4,0,0,0,0.5,7.9,0.2,0,0,1.5,19.5,0.8,104,55,27,0,31,3
nectar-de-fruta,Azucares sin grasa,Néctar de fruta,0.25,taza,63,63,38,0.1,0,9.9,0,0,0,0,9.5,0.4,0,0.7,0.6,3.3,0.2,8.3,2.5,2,0,54,5
nesquik-de-chocolate-en-polvo,Azucares sin grasa,Nesquik de chocolate (en polvo),2.5,cdita,13,13,45,0.4,0.3,10.2,0.2,0,0,0,10,0.6,0,7.4,,81.3,2.6,,21.9,,0,,
nesquik-de-fresa-en-polvo,Azucares sin grasa,Nesquik de fresa (en polvo),2.5,cdita,13,13,44,0,0,11,0,0,0,0,8.8,0.8,0,10,,94.8,2.5,,5.9,,0,,
nesquik-de-vainilla-en-polvo,Azucares sin grasa,Nesquik de vainilla (en polvo),2,cdita,10,10,36,0,0,8.9,0,0,0,0,7,0.7,0,6.5,,75,2,,4.9,,0,,
nestea-en-polvo,Azucares sin grasa,Nestea (en polvo),4.5,cdita,11,11,41,0.1,0,10.1,0,0,0,0,0.7,0.1,0,0,,0,0,,110.8,,0,,
nieve-de-frutas,Azucares sin grasa,Nieve de frutas,40,gramos,40,40,40,0.2,0.1,9.7,,,,,9.7,,0.2,3.6,,14.4,0.4,1.2,0,,0,,
nieve-de-limon,Azucares sin grasa,Nieve de limón,0.5,pieza,34,34,44,0.1,0,11.1,0,0,0,0,11.1,0,0,0.3,,0.7,0.1,,7.5,,0,,
obleas-de-cajeta,Azucares sin grasa,Obleas de cajeta,1,pieza,7,7,30,0.7,0.7,5.3,0,0,0,0,5.3,0,0,0,0,1.3,0.7,0,15.3,0,0,,
paleta-de-caramelo,Azucares sin grasa,Paleta de caramelo,2,pieza,12,12,44,0,0,11.8,0,0,0,0,11.8,0,0,0,0,0,0,0,0,0,0,70,8
paleta-helada-de-agua,Azucares sin grasa,Paleta helada de agua,1,pieza,52,52,41,0,0.1,10,0,0,0,0,7.1,0,0,0.4,0,0,0.3,7.8,3.6,0,0,,
paleta-helada-de-fruta,Azucares sin grasa,Paleta helada de fruta,0.5,pieza,46,46,38,0.6,0.1,9.3,0,0,0,0,9.3,0,1.5,4.5,3,2.5,0.1,24.5,2,3,0,,
paleta-helada-de-fruta-sin-azucar,Azucares sin grasa,Paleta helada de fruta sin azúcar,3,pieza,153,153,36,0.9,0.3,9.6,0,0,0,0,9.6,0,0,0,0,3,0.2,39,9,0,0,,
paleta-helada-de-yogut-sabor-coco,Azucares sin grasa,Paleta helada de yogut sabor coco,0.5,pieza,35,35,47,0.7,0.9,9.1,0.6,,,,9.1,0.3,,,,,,,22.8,,0,,
paleta-tutsi-pop,Azucares sin grasa,Paleta Tutsi Pop,0.5,pieza,10,10,37,0,0,9.3,0,0,0,0,7.6,0,0,0,,0,0,,0,,0,,
paleton-corona,Azucares sin grasa,Paletón Corona,0.5,pieza,13,13,44,0.6,0.9,8.8,0.6,0.3,0,0,6.9,0,0,0,,0,0,,9.4,,0,,
panditas,Azucares sin grasa,Panditas,0.33,bolsa,15,15,47,0.9,0,10.9,,,,,7.6,0.1,,,,,,,1.7,,0,,
pasitas-con-chocolate,Azucares sin grasa,Pasitas con chocolate,11,pieza,11,11,43,0.5,1.6,7.5,1.1,0.3,0.1,0,6.8,0.3,3.2,0,0.9,9.5,0.2,56.5,4,15.7,0,,
pastilla-halls-colors,Azucares sin grasa,Pastilla Halls Colors,4,pieza,11,11,44,0,0,10.8,0,0,0,0,7.2,0,0,0,,0,0,,0,,0,,
pastilla-halls-limon-con-miel-de-abeja,Azucares sin grasa,Pastilla Halls limón con miel de abeja,4,pieza,11,11,43,0,0,10.7,0,0,0,0,10.7,0,0,0,,0,0,,0.1,,0,,
pica-fresa,Azucares sin grasa,Pica Fresa,2,pieza,12,12,40,0,0,10,0,0,0,0,8,0,0,0,,0,0,,90,,0,,
piloncillo,Azucares sin grasa,Piloncillo,10,gramos,10,10,36,0,0,9.1,0,0,0,0,9.1,,0.2,0.2,,5.1,0.4,34.4,3,4.4,0,,
piloncillo-rallado,Azucares sin grasa,Piloncillo rallado,1,cda,10,10,36,0,0,9.1,0,0,0,0,9.1,,0.2,0.2,,5.1,0.4,34.4,3,4.4,0,,
polen-de-abeja,Azucares sin grasa,Polen de abeja,2.5,cdita,13,13,50,2.5,1.3,7.5,0,0,0,0,0,0,0,0,,0,0,,0,,0,,
ponche-de-frutas,Azucares sin grasa,Ponche de frutas,0.33,taza,79,79,36,0,0,9.2,0,0,0,0,9.2,0.1,0.8,34.7,0.8,3.2,0.1,10.3,4,0.8,0,,
powerade-frutas,Azucares sin grasa,Powerade frutas,0.25,botella,150,150,36,0,0,9,0,0,0,0,9,0,0,0,,1.9,0,,27.6,,0,,
powerade-lima-limon,Azucares sin grasa,Powerade lima-limón,0.25,botella,150,150,36,0,0,9,0,0,0,0,9,0,0,0,,1.9,0,,39.9,,0,,
powerade-mora,Azucares sin grasa,Powerade mora,0.25,botella,150,150,36,0,0,9,0,0,0,0,9,0,0,0,,1.9,0,,27,,0,,
powerade-naranja-mandarina,Azucares sin grasa,Powerade naranja-mandarina,0.25,botella,150,150,36,0,0,9,0,0,0,0,9,0,0,0,,1.9,0,,27.6,,0,,
pudin-de-chocolate-en-polvo,Azucares sin grasa,Pudín de chocolate en polvo,2,cdita,10,10,36,0.3,0.2,8.9,0.1,0.1,0,0,4.3,0.5,0,0,,5.3,0.2,,47.9,,0,,
pudin-de-coco-en-polvo,Azucares sin grasa,Pudín de coco en polvo,2,cdita,10,10,43,0.1,1.1,8.2,1.1,0,0,0,8.1,0.2,0,0,,0.8,0.1,,68.2,,0,,
pudin-de-platano-en-polvo,Azucares sin grasa,Pudín de plátano en polvo,2,cdita,10,10,37,0,0,9.3,0,0,0,0,7.4,0,0,0,,2,0,,78.8,,0,,
pudin-de-vainilla-en-pdvo,Azucares sin grasa,Pudin de vainilla en pdvo,2,cdita,10,10,38,0,0,9.4,0,0,0,0,7.9,0.1,0,0,,0.5,0,,63.5,,0,,
pulparindo,Azucares sin grasa,Pulparindo,1,pieza,14,14,48,0.2,0,11.9,0,0,0,0,10.4,0.7,0,0,,0,0,,120,,0,,
queso-de-tuna,Azucares sin grasa,Queso de tuna,13,gramos,13,13,42,0.2,0,10.3,,,,,10.3,,0.7,11.4,,6.6,1.7,,,,0,,
red-bull,Azucares sin grasa,Red Bull*,0.33,lata,83,83,37,0.2,0.1,9,0,0,0,0,8.3,0,0,0,0,10.7,0,2.5,69.3,0,0,,
refresco,Azucares sin grasa,Refresco,0.25,lata,92,92,38,0,0,9.7,0,0,0,0,9.7,0,0,0,0,1.8,0,2.8,3.5,10.1,0,66,6
refresco-de-cola,Azucares sin grasa,Refresco de cola,0.25,lata,92,92,38,0,0,9.7,0,0,0,0,9.7,0,0,0,0,1.8,0,2.8,3.5,10.1,0,58,6
refresco-de-frutas,Azucares sin grasa,Refresco de frutas,0.25,lata,89,89,44,0,0,11.1,0,0,0,0,11.1,0,0,22.2,0,0,0,18.5,59.2,40.7,0,,
refresco-de-limon,Azucares sin grasa,Refresco de limón,0.33,lata,117,117,39,0,0,9.8,0,0,0,0,9.8,0,0,0,,0,0,,18.7,,0,,
refresco-de-mandarina,Azucares sin grasa,Refresco de mandarina,0.33,lata,116,116,40,0,0,10,0,0,0,0,9.8,0,0,0,,0,0,,10,,0,,
refresco-de-manzana,Azucares sin grasa,Refresco de manzana,0.33,lata,117,117,43,0,0,10.7,0,0,0,0,10.4,0,0,0,,0,0,,6.8,,0,,
refresco-de-naranja,Azucares sin grasa,Refresco de naranja,0.25,lata,89,89,43,0,0.2,10.7,0,0,0,0,9.4,0,0,0,,4.4,0,,10.7,,0,,
refresco-de-pina,Azucares sin grasa,Refresco de piña,0.33,lata,116,116,40,0,0,10,0,0,0,0,9.8,0,0,0,,0,0,,6.9,,0,,
refresco-de-tamarindo,Azucares sin grasa,Refresco de tamarindo,0.33,lata,117,117,45,0,0,11.2,0,0,0,0,11.1,0,0,0,,0,0,,9,,0,,
refresco-de-toronja,Azucares sin grasa,Refresco de toronja,0.33,lata,117,117,37,0,0,9.4,0,0,0,0,9.3,0,0,0,,0,0,,10.5,,0,,
refresco-de-tutti-fruti,Azucares sin grasa,Refresco de tutti fruti,0.33,lata,117,117,37,0,0,9.3,0,0,0,0,9,0,0,0,,0,0,,9.3,,0,,
ring-pop,Azucares sin grasa,Ring Pop,0.75,pieza,11,11,42,0,0,10.5,0,0,0,0,9.7,0,0,0,,0,0,,41.2,,0,,
rollo-de-guayaba,Azucares sin grasa,Rollo de guayaba,15,gramos,15,15,46,0,0,11.5,0,0,0,0,8.8,0,0,0,,0,0,,9.8,,0,,
runts-confitados,Azucares sin grasa,Runts confitados,9,pieza,11,11,45,0,0,10.5,0,0,0,0,9.8,0,0,0,,0,0,,0,,0,,
salsa-agridulce,Azucares sin grasa,Salsa agridulce,2,cda,32,32,48,0.1,0,12.2,0,0,0,0,6,0,0.3,2.8,,3.2,0.1,,118.7,,0,,
salsa-catsup,Azucares sin grasa,Salsa catsup,2,cda,30,30,29,0.5,0.1,7.6,0,0,0,0,6.8,0.1,14.1,4.5,3,5.4,0.2,114.6,334.2,9.9,0,,
salsa-chamoy,Azucares sin grasa,Salsa chamoy,40,gramos,40,40,43,0,0,10.6,0,0,0,0,5.3,0,0,0,,0,0,,450.6,,0,,
salsa-de-anguila,Azucares sin grasa,Salsa de anguila,2,cda,32,32,43,1.6,0.1,9,0,0,0,0,2.7,0.3,0,0,,0,0,,160.9,,0,,
salsa-de-manzana,Azucares sin grasa,Salsa de manzana,1,cda,16,16,42,0.1,0,10.7,0,0,0,0,7.2,0,0,0,0,4.6,on,4.6,37.1,0,0,,
salsa-de-tamarindo,Azucares sin grasa,Salsa de tamarindo,25,gramos,25,25,40,0.3,0.7,8.8,0.4,0,0,1.7,3.5,0.6,22.6,1.3,1.2,7.6,0.3,30,131.5,3.1,0,,
salsa-demiglass,Azucares sin grasa,Salsa Demiglass,0.33,taza,63,63,36,1.3,0.5,7.5,0.1,0,0.1,0.1,3.5,2.4,98.8,5.6,5.3,33.1,1.3,123.6,576.2,13.5,0,,
salsa-marinara-cornercial,Azucares sin grasa,Salsa Marinara cornercial,5,cda,75,75,38,1,1.2,5.6,0.2,0.2,0.5,1.5,3.7,1.4,23.3,1.5,,19.5,0.5,,327.8,,0,,
salsa-para-pizza-comercial,Azucares sin grasa,Salsa para pizza comercial,7,cda,105,105,57,2.3,1.2,9.1,0.5,0.5,0.1,3.2,4,2.1,0,11.9,,56.7,0.9,,365.4,,0,,
salsa-teriyaki,Azucares sin grasa,Salsa Teriyaki,3,cda,54,54,48,3.2,0,8.4,0,0,0,0,7.6,0.1,0,0,,13.5,0.9,,2069.8,,0,,
sevillana,Azucares sin grasa,Sevillana,1,pieza,10,10,41,1,1,7,1,0,0,0,5,0,0,0,,0,0,,12,,0,,
sidral-mundet,Azucares sin grasa,Sidral Mundet,0.33,lata,117,117,47,0,0,11.7,0,0,0,0,11.7,0,0,0,,0,0,,23.4,,0,,
skittles,Azucares sin grasa,Skittles,11,pieza,11,11,44,0,0.4,10.2,0.4,0,0,0,8,0,0,0,,0,0,,2.8,,0,,
skwinkes-clasicos,Azucares sin grasa,Skwinkes clásicos,0.5,paquete,10,10,35,0.5,0.2,8.1,0.2,,,,5,0.5,,,,,,,75,,0,,
