id,grupo,alimento,cantidad,unidad,peso_bruto_g,peso_neto_g,kcal,prot_g,lip_g,hc_g,agsat_g,agmono_g,agpoli_g,colest_mg,azucar_g,fibra_g,vita_ug,ac_ascorbico_mg,ac_folico_ug,calcio_mg,hierro_mg,potasio_mg,sodio_mg,fosforo_mg,etanol_g,ig,cg
pasta-de-cacahuate-desgrasada,Grasas con proteínas,Pasta de cacahuate desgrasada,1,cda,10,10,43,3,2.5,2.8,0.9,2.5,1.4,0,0,1,0,0,5.3,12,0.2,0,60.7,0,0,,
pate,Grasas con proteínas,Paté,5,cdita,22,22,69,3.1,6.1,0.3,0,0,0,0,0,0,214.3,0.4,13,15.2,1.2,29.9,150.9,43.3,0,,
pate-de-cerdo,Grasas con proteínas,Paté de cerdo,1,cda,13,13,61,1.5,5.8,0.6,1.9,3.4,0.1,20,0,0,131.9,0,7.9,9.3,0.7,18.1,91.9,26.5,0,,
pate-de-foie-gras,Grasas con proteínas,Paté de Foie Gras,1,cda,13,13,60,1.5,5.7,0.6,1.9,3.3,0.1,19.5,0,0,433.3,0.3,7.8,9.1,0.7,17.9,90.6,26,0,,
pate-de-ganso,Grasas con proteínas,Paté de ganso,1,cda,13,13,61,1.5,5.8,0.6,1.9,3.4,0.1,20,0,0,131.9,0,7.9,9.3,0.7,18.1,91.9,26.5,0,,
pate-de-higado-de-cerdo,Grasas con proteínas,Paté de hígado de cerdo,1,cda,13,13,61,1.5,5.8,0.6,1.9,3.4,0.1,20,0,0,131.9,0,7.9,9.3,0.7,18.1,91.9,26.5,0,,
pate-de-higado-de-ternera,Grasas con proteínas,Paté de hígado de ternera,1,cda,13,13,61,1.5,5.8,0.6,1.9,3.4,0.1,20,0,0,131.9,0,7.9,9.3,0.7,18.1,91.9,26.5,0,,
pate-de-pollo,Grasas con proteínas,Paté de pollo,8,cdita,35,35,71,4.7,4.6,2.4,1.4,1.9,0.9,137.3,0,0,76.7,3.7,112.6,3.7,3.2,33.4,134.8,61.9,0,,
pate-de-ternera,Grasas con proteínas,Paté de ternera,1,cda,13,13,61,1.5,5.8,0.6,1.9,3.4,0.1,20,0,0,131.9,0,7.9,9.3,0.7,18.1,91.9,26.5,0,,
pepita-limpia,Grasas con proteínas,Pepita limpia,1.5,cda,15,15,79,5,6.4,2,1.2,2,2.9,0,0,0.6,5.9,0.5,8.6,6.4,2.3,122.7,2.7,177.9,0,,
pepitas,Grasas con proteínas,Pepitas,60,pieza,12,12,66,3,5.6,2.1,1.1,1.7,2.5,0,0,0.5,4.7,0.4,6.9,5.1,1.8,98.1,2.1,142.7,0,,
pepitas-con-cascara,Grasas con proteínas,Pepitas con cáscara,2,cda,13,13,70,3.5,5.6,1.3,0.9,2.2,2.6,0,0,0.9,0,0,0,0,1.8,0,520,0,0,,
pepitas-de-calabaza,Grasas con proteínas,Pepitas de calabaza,1.5,cda,12,12,66,3.6,5.5,1.7,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,,
pepitas-de-melon,Grasas con proteínas,Pepitas de melón,5,cdita,12,12,66,3.3,5.6,1.8,1.2,0.9,3.3,0,0,0,0,0,6.7,6.2,0.9,76.6,11.7,89,0,,
pepitas-tostadas,Grasas con proteínas,Pepitas tostadas,1,cda,13,13,69,4.3,5.5,1.8,1.1,1.7,2.5,0,0,0.5,5.1,0.5,7.4,5.6,2,106.3,2.3,154.1,0,,
pepperoni,Grasas con proteínas,Pepperoni,4,reb,15,15,72,2.8,6.7,0.1,2.6,3.3,0.6,12.5,0,0,0,0,0,2.5,0.3,45,274,28.5,0,,
pinon,Grasas con proteínas,Piñón,1,cda,10,10,64,1.2,6.2,2,1,2.3,2.6,0,0,1.1,0.4,0.4,5.7,0.7,0.3,63.6,7.1,3.6,0,,
pistache,Grasas con proteínas,Pistache,18,pieza,13,13,73,2.6,6.3,2.5,0.8,3.1,1.9,0,0,1.4,0,0,18.5,15.3,0.5,113.4,86.4,61.7,0,,
queso-de-nuez-de-la-india,Grasas con proteínas,Queso de nuez de la India,14,gramos,14,14,62,2,4.9,2.1,0.8,2.7,1.2,0,0,0.4,0,0.1,,7.1,0.5,,49.1,,0,,
queso-de-puerco,Grasas con proteínas,Queso de puerco,20,gramos,20,20,75,2,7.4,0,4.1,4,1,20,0,0,0,0,0,1.2,0.2,0,0,0,0,,
salsa-bearnesa-industrializada,Grasas con proteínas,Salsa Bearnesa industrializada,4,cdita,17,17,61,2.3,1.5,9.9,0.2,0.7,0.5,0,0,0,0,0.7,2,27.3,0.1,48.6,564.4,24.6,0,,
salsa-bechamel,Grasas con proteínas,Salsa Bechamel,3,cda,45,45,66,1.7,4.8,4.1,1.3,2,1.3,3.2,0,0.1,24.8,0.4,2.2,53.3,0.1,70.2,159.5,44.3,0,,
salsa-blanca,Grasas con proteínas,Salsa blanca,3,cda,45,45,66,1.7,4.8,4.1,1.3,2,1.3,3.2,0,0.1,24.8,0.4,2.2,53.3,0.1,70.2,159.5,44.3,0,,
salsa-de-ajonjoli,Grasas con proteínas,Salsa de ajonjolí,2,cdita,11,11,63,2.6,5.3,2.3,1,2.5,1.5,0,0,0.7,0,0,4.8,4.2,0.2,77.2,50.4,32.6,0,,
salsa-de-cacahuate,Grasas con proteínas,Salsa de cacahuate,2,cdita,11,11,63,2.6,5.3,2.3,1,2.5,1.5,0,0,0.7,0,0,9.7,4.3,0.2,79.6,52,33.6,0,,
salsa-de-pimienta-verde,Grasas con proteínas,Salsa de pimienta verde,5,cda,75,75,72,2.3,4.4,6,2.7,1.2,0.1,13.3,0,0.3,41.7,0.8,3.4,53.6,0.4,102.1,280.4,46.3,0,,
salsa-de-queso,Grasas con proteínas,Salsa de queso,2,cda,34,34,67,3.5,5.1,1.8,2.7,1.6,0.5,12.5,0,0,54.4,0,2.3,105.4,0.1,48.7,167.7,78.2,0,,
salsa-pesto,Grasas con proteínas,Salsa pesto,4,cdita,24,24,66,3.1,5.5,0.9,0,0,0,5.9,0,0,0,1.3,0,69.5,0.3,55.2,103.2,0,0,,
seleccion-de-botana-mexicana,Grasas con proteínas,Selección de botana mexicana,1,cda,10,10,62,2.3,5,2,0.7,2.3,2,0,0,0.7,0,0,0,0,0.1,0,120,0,0,,
semilla-de-calabaza,Grasas con proteínas,Semilla de calabaza,1.5,cda,15,11,61,3.4,5.1,1.6,0.9,1.9,2.2,0,0,0.2,1.7,0,0,4.2,1,0,0,0,0,,
semilla-de-calabaza-menuda,Grasas con proteínas,Semilla de calabaza menuda,2,cda,20,15,65,5.3,4.1,3,0.7,1.5,0,0,0,0.7,0,0,0,5.2,0.2,0,0,0,0,,
semilla-de-chia,Grasas con proteínas,Semilla de chía,5,cdita,12,12,66,3.3,5.6,1.8,1.2,0.9,3.3,0,0,0,0,0,6.7,6.2,0.9,76.6,11.7,89,0,,
semilla-de-girasol,Grasas con proteínas,Semilla de girasol,4,cdita,12,12,69,2.7,6,2.1,0.7,1.5,3.7,0,0,1.2,0.4,0,18.4,14.6,0.6,84,0.4,85.7,0,,
semilla-de-girasol-tostada,Grasas con proteínas,Semilla de girasol tostada,4,cdita,12,12,71,2.4,6,2.9,0.6,1.2,4,0,0,1.3,0,0,28.7,8.6,0.5,103.3,0.4,140.1,0,,
tocino-de-pavo,Grasas con proteínas,Tocino de pavo,3,reb,30,30,68,4.8,5.1,0.6,1.4,1.9,1.7,25.8,0.3,0,3,0,,24,0.4,,320.7,,0,,
tocino-vegetariano,Grasas con proteínas,Tocino vegetariano,2,reb,20,20,63,2.3,6,1.3,1,1.5,3,0,0,0.5,2.5,0,7.5,5,0.5,35,292.5,15,0,,
vinagreta-miel-y-mostaza,Grasas con proteínas,Vinagreta miel y mostaza,1.5,cdita,12,12,49,0,3.9,4.3,0.9,0,0,0,0,0,0,0,,0,0,,154.2,,0,,
adams-deemint-menta,Azucares sin grasa,Adams Deemint menta,2,pieza,11,11,40,0,0,9.6,0,0,0,0,7.6,0,0,0,,0,0,,0,,0,,
adams-halls-cereza,Azucares sin grasa,Adams Halls cereza,4,pieza,11,11,44,0,0,10.8,0,0,0,0,7.2,0,0,0,,0,0,,0,,0,,
adams-halls-colors,Azucares sin grasa,Adams Halls Colors,4,pieza,11,11,44,0,0,10.8,0,0,0,0,7.2,0,0,0,,0,0,,0,,0,,
adams-halls-limon-con-miel-de-abeja,Azucares sin grasa,Adams Halls limón con miel de abeja,4,pieza,11,11,43,0,0,10.7,0,0,0,0,10.7,0,0,0,,0,0,,0.1,,0,,
aderezos-para-ensalada-bajos-en-calorias-y-grasa,Azucares sin grasa,Aderezos para ensalada bajos en calorías y grasa,0.33,taza,85,85,40,0,0,8,0,0,0,0,8,0,0,0,0,0,0,40,1066.3,0,0,,
agua-quina,Azucares sin grasa,Agua quina,0.33,lata,117,117,42,0,0,11.1,0,0,0,0,11.1,0,0,0,0,1.2,0,0,16.3,0,0,,
ate,Azucares sin grasa,Ate,13,gramos,13,13,41,0.4,0.1,9.8,0,0,0,0,9.2,0.5,0,0,0,0,0,0,0,0,0,51,5
ate-de-guayaba,Azucares sin grasa,Ate de guayaba,13,gramos,13,13,41,0.4,0.1,9.8,0,0,0,0,9.2,0.5,0,0,0,0,0,0,0,0,0,51,5
ate-de-membrillo,Azucares sin grasa,Ate de membrillo,13,gramos,13,13,41,0.4,0.1,9.8,0,0,0,0,9.2,0.5,0,0,0,0,0,0,0,0,0,51,5
azucar-bc,Azucares sin grasa,Azúcar BC,2,cdita,10,10,40,0,0,10,0,0,0,0,10,0,0,0,,0,0,,0,,0,,
azucar-blanca,Azucares sin grasa,Azúcar blanca,2,cdita,8,8,33,0,0,8.4,0,0,0,0,8.4,0,0,0,0,0.1,0,0.2,0,0,0,68,6
azucar-de-mesa,Azucares sin grasa,Azúcar de mesa,2,cdita,8,8,33,0,0,8.4,0,0,0,0,8.4,0,0,0,0,0.1,0,0.2,0,0,0,68,6
azucar-glass,Azucares sin grasa,Azúcar glass,4,cdita,10,10,39,0,0,10,0,0,0,0,9.8,0,0,0,0,0.1,0,0.2,0.1,0,0,68,7
azucar-granulada,Azucares sin grasa,Azúcar granulada,2,cdita,8,8,33,0,0,8.4,0,0,0,0,8.4,0,0,0,0,0.1,0,0.2,0,0,0,68,6
azucar-mascabado,Azucares sin grasa,Azúcar mascabado,2,cdita,10,10,36,0,0,9.1,0,0,0,0,9.1,0,0.3,0.2,0,5.1,0.4,34.4,3,0,0,68,6
azucar-morena,Azucares sin grasa,Azúcar morena,3,cdita,9,9,34,0,0,8.8,0,0,0,0,8.7,0,0,0,0.1,7.5,0.1,12,2.5,0.4,0,68,6
bebida-de-almendra-con-azucar,Azucares sin grasa,Bebida de almendra con azúcar,0.75,taza,180,180,54,0.7,1.7,9.4,0.1,1,0.4,0,8.6,0.4,154.8,0,,318.6,0.5,,124.2,,,,
bebida-de-lichi,Azucares sin grasa,Bebida de lichi,0.285714285714286,lata,101,101,47,0,0,11.8,0,0,0,0,11.8,0,0,0,,0,0,,22.9,,0,,
bebida-lactea-fermentada,Azucares sin grasa,Bebida láctea fermentada,1,pieza,80,80,50,0.9,0.2,11.7,0,0,0,0,11.4,0,0,0,0,0,0,0,0,,0,46,5
bebida-para-deportistas,Azucares sin grasa,Bebida para deportistas,0.25,bote,152,152,40,0,0,9.8,0,0,0,0,8,0,0,0.6,0,1.5,0.1,22.8,59.4,15.2,0,78,8
bebida-para-deportistas-en-polvo,Azucares sin grasa,Bebida para deportistas en polvo,2,cdita,10,10,36,0,0,9.5,0,0,0,0,9,,,,,,,20.1,60.3,,0,78,7
boing,Azucares sin grasa,Boing,0.5,paquete,125,125,41,0,0,10.6,0,0,0,0,10.6,0,0,0,,0,0,,18.8,,0,,
boing-guayaba,Azucares sin grasa,Boing guayaba,0.33,lata,112,112,36,0,0,9,0,0,0,0,9,0,0,0,,0,0,,16.8,,0,,
boing-mango,Azucares sin grasa,Boing mango,0.33,lata,112,112,39,0,0,9.5,0,0,0,0,9.5,0,0,0,,0,0,,16.8,,0,,
bolitochas,Azucares sin grasa,Bolitochas,1.25,pieza,11,11,44,0,0,10.5,0,0,0,0,7.4,0,0,0,,0,0,,133.7,,0,,
bombon-de-chocolate,Azucares sin grasa,Bombón de chocolate,2,pieza,14,14,18,0.6,2.2,9.5,1.7,0,0,0,9,0.6,0,0,,0,0,,20.2,,0,,
boost,Azucares sin grasa,Boost*,0.33,lata,78,78,33,0.3,0,7.9,0,0,0,0,7.9,0,,,,,,,0.6,,0,,
borrachos-envinados,Azucares sin grasa,Borrachos envinados,1,pieza,13,13,43,0.3,0.3,8.7,0.2,0,0,0,5.6,0,0,0,,0,0,,3.9,,0,,
bubbaloo-crack-ups,Azucares sin grasa,Bubbaloo Crack Ups,11,pieza,11,11,44,0,0.3,10.3,0.3,0,0,0,7.7,0,0,0,,0,0,,0,,0,,
bubbaloo-fresa,Azucares sin grasa,Bubbaloo fresa,3,pieza,17,17,48,0,0,11.7,0,0,0,0,10.2,0,0,0,,0,0,,0,,0,,
bubbaloo-menta,Azucares sin grasa,Bubbaloo menta,3,pieza,17,17,48,0,0,12,0,0,0,0,10.5,0,0,0,,0,0,,0,,0,,
bubbaloo-paleta,Azucares sin grasa,Bubbaloo paleta,0.75,pieza,12,12,45,0,0,11.2,0,0,0,0,7.8,0,0,0,,0,0,,0,,0,,
bubulubu,Azucares sin grasa,Bubulubu,0.33,pieza,12,12,46,0.1,0.9,9.2,0.9,0,0,0,6.6,0.2,,,,,,,38.5,,0,,
cafe-capuchino-helado,Azucares sin grasa,Café capuchino heladO,0.33,taza,80,80,43,0.7,0.8,8,0.5,0,0,1.7,7,0,0,0,0,0,0,93.3,40,,0,,
cafe-capuchino-instantaneo,Azucares sin grasa,Café capuchino instantáneo,2,cdita,8,8,32,0.2,0.4,6.9,0.3,0.1,0,0.2,5.5,,0,0,0.4,10.6,0,66.5,14.4,14.6,0,,
cajeta,Azucares sin grasa,Cajeta,1.5,cdita,9,9,36,0.5,1,6.4,0,0,0,0,6.4,0,0,0,0,0,0,0,7.7,0,0,,
cajeta-reducida-en-azucar,Azucares sin grasa,Cajeta reducida en azúcar,1,cda,15,15,44,0.6,0.9,9.9,0.7,0.2,0,0.6,4.6,0.2,0,0,,0,0,,12.8,,0,,
caramelo,Azucares sin grasa,Caramelo,2,pieza,12,12,47,0,0,11.8,0,0,0,0,7.5,,0,0,0,0.4,0,0.6,4.6,0.4,0,,
caramelo-de-mantequilla,Azucares sin grasa,Caramelo de mantequilla,2,pieza,11,11,45,0,0.4,10.8,0.1,0,0,1.2,10.8,0,4,0,0,0.4,0,0.4,4.8,0.4,0,,
caramelo-deemint-menta,Azucares sin grasa,Caramelo Deemint menta,2,pieza,11,11,40,0,0,9.6,0,0,0,0,7.6,0,0,0,,0,0,,0,,0,,
caramelo-macizo,Azucares sin grasa,Caramelo macizo,2,pieza,12,12,47,0,0,11.8,0,0,0,0,7.5,,0,0,0,0.4,0,0.6,4.6,0.4,0,,
caramelo-salvavidas,Azucares sin grasa,Caramelo salvavidas,4,pieza,10,10,40,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,70,7
cascara-de-fruta-cristalizada,Azucares sin grasa,Cáscara de fruta cristalizada,12,gramos,12,12,39,0,0,9.9,0,0,0,0,9.7,0.2,0.1,0,,2.2,0,,11.8,,0,,
cascara-de-naranja-cristalizada,Azucares sin grasa,Cáscara de naranja cristalizada,10,gramos,10,10,32,0,0,8.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
castana-2,Azucares sin grasa,Castaña,2,pieza,22,22,44,0.4,0.3,9.9,0.1,0.1,0.1,0,9.9,,0.2,9,13,4.3,0.2,108.4,0.4,8.5,0,,
castana-con-cascara-2,Azucares sin grasa,Castaña con cáscara,2,pieza,30,18,39,0.4,0.4,8.3,0.1,0.1,0.2,0,8.3,2.1,0.2,7.9,11.3,4.9,0.2,94.8,0.5,17,0,,
castana-asada-2,Azucares sin grasa,Castaña asada,12,gramos,12,12,44,0.6,0.5,9.4,0.1,0.2,0.2,0,9.4,,0,1.8,13.2,7.7,0.3,118.9,4.4,16.4,0,,
cerecets,Azucares sin grasa,Cerecets,10,gramos,10,10,40,0,0.1,9.2,0,0,0,0,4.3,0.1,0,0,,0,0,,7.4,,0,,
checolines,Azucares sin grasa,Checolines,15,gramos,15,15,45,0,0,11.3,0,0,0,0,10.1,0,0,0,,0,0,,15.2,,0,,
chewy-candy,Azucares sin grasa,Chewy candy,0.5,pieza,13,13,44,0,0.2,10.5,0.1,0,0,0,7.2,0,,,,,,,26.1,,0,,
chicle,Azucares sin grasa,Chicle,0.5,pieza,15,15,37,0,0,9.9,0,0,0,0,9.9,0.4,0,0,0,0,0,0.3,0.2,0,0,,
chicle-bajo-en-azucar,Azucares sin grasa,Chicle bajo en azúcar,6,pieza,12,12,32,0,0,11.4,0,0,0,0,11.4,0.3,0,0,0,2.4,0,0,0.8,0,0,,
chicloso,Azucares sin grasa,Chicloso,1,pieza,12,12,46,0.3,1.1,8.7,0.1,0.2,0.8,0,5.4,0.3,0,0,1.4,2,0.1,9.7,15.5,6.4,0,,
chocolate-don-gustavo-en-polvo,Azucares sin grasa,Chocolate Don Gustavo en polvo,2,cdita,10,10,41,0.6,0.7,8.1,0.3,0,0,0,6.6,1,0,0,,0,0,,0,,0,,
chocolate-en-polvo-morelia,Azucares sin grasa,Chocolate en polvo Morelia,2,cdita,10,10,39,0.3,0.2,9.1,0.2,0,0,0,9.1,0.5,0,0,,0,0,,3.5,,0,,
chocolate-en-polvo-sin-azucar,Azucares sin grasa,Chocolate en polvo sin azúcar,2,cdita,10,10,40,2,1,6,0,,,0,4,2,,0,,,3.6,,,0,0,51,3
chocolate-en-tableta-abuelita,Azucares sin grasa,Chocolate en tableta (Abuelita),10,gramos,10,10,45,0.3,1.4,7.6,1.1,0,0,0,7.5,0.3,0,0,,0,0,,0.5,,0,,
chocolate-liquido,Azucares sin grasa,Chocolate líquido,1,cda,18,18,50,0.4,0.2,11.7,0.1,0.1,0,0,8.9,0.5,0,0,,2.5,0.4,,13,,0,,
coca-cola,Azucares sin grasa,Coca Cola,0.33,lata,117,117,49,0,0,12.3,0,0,0,0,12.3,0,0,0,,0,0,,11.7,,0,,
cocentrado-de-coco-almedra,Azucares sin grasa,Cocentrado de coco almedra,1,cda,15,15,39,0,0,9.6,0,0,0,0,6.2,0,0,0,,0,0,,3.5,,0,,
cocoa-en-polvo,Azucares sin grasa,Cocoa en polvo,2,cdita,10,10,40,2,1,6,0,,,0,4,2,,0,,,3.6,,,0,0,51,3
concentrado-de-jugo-de-arandano,Azucares sin grasa,Concentrado de jugo de arándano,1.5,cda,23,23,45,0,0,11.6,0,0,0,0,9.6,0,0.5,10.3,,2.5,0.1,,0.9,,0,,
concentrado-sabor-fresa,Azucares sin grasa,Concentrado sabor fresa,1,cda,15,15,44,0,0.5,10,0,0,0,0,6.5,0,0,0,,0,0,,2.5,,0,,
concentrado-sabor-guayaba,Azucares sin grasa,Concentrado sabor guayaba,1,cda,15,15,40,0,0,10,0,0,0,0,6,0,0,0,,0,0,,2.5,,0,,
concentrado-sabor-horchata,Azucares sin grasa,Concentrado sabor horchata,2.5,cdita,13,13,52,4.6,0,8.3,0,0,0,0,5.4,0.4,0,0,,0,0,,2.1,,0,,
concentrado-sabor-jamaica,Azucares sin grasa,Concentrado sabor jamaica,1.25,cda,19,19,42,0,0,10.6,0,0,0,no,10,0,0,0,,0,0,,6.2,,0,,
concentrado-sabor-limon,Azucares sin grasa,Concentrado sabor limón,1,cda,15,15,40,0,0,10,0,0,0,0,6,0.5,0,0,,0,0,,2.5,,0,,
concentrado-sabor-mandarina,Azucares sin grasa,Concentrado sabor mandarina,1,cda,15,15,40,0,0,10,0,0,0,0,6,0.5,0,0,,0,0,,2.5,,0,,
concentrado-sabor-naranja,Azucares sin grasa,Concentrado sabor naranja,1,cda,15,15,40,0,0,10,0,0,0,0,6,0,0,0,,0,0,,2.5,,0,,
concentrado-sabor-pin,Azucares sin grasa,Concentrado sabor piñ,1,cda,15,15,40,0,0,10,0,0,0,0,6,0,0,0,,0,0,,2.5,,0,,
concentrado-sabor-tamarindo,Azucares sin grasa,Concentrado sabor tamarindo,1,cda,15,15,40,0,0,10,0,0,0,0,6,0,0,0,,0,0,,2.5,,0,,
concentrado-sabor-uva,Azucares sin grasa,Concentrado sabor uva,1,cda,15,15,40,0,0,10,0,0,0,0,6,0.5,0,0,,0,0,,2.5,,0,,
crack-ups,Azucares sin grasa,Crack Ups,11,pieza,11,11,44,0,0.3,10.3,0.3,0,0,0,7.7,0,0,0,,0,0,,0,,0,,
crayon,Azucares sin grasa,Crayón,0.33,pieza,11,11,37,0,0,9.2,0,0,0,0,8.3,0,0,0,,0,0,,15.2,,0,,
crazy-dips-sabor-fruta,Azucares sin grasa,Crazy Dips sabor fruta,1,sobre,12,12,45,0,0,12,,,,,11,0,,,,,,,0,,0,,
cubierta-de-chocolate,Azucares sin grasa,Cubierta de chocolate,2,cdita,12,12,48,0,1.3,9.1,0,0,0,0,0,0,0,0,0,0,0,3.3,0,0,0,,
cubierta-de-fresa,Azucares sin grasa,Cubierta de fresa,3,cdita,16,16,41,0,0,10.6,0,0,0,0,0,0.2,0.4,3.8,0.4,3.8,0.2,11.8,3.4,1.9,0,,
cubierta-de-pina,Azucares sin grasa,Cubierta de piña,3,cdita,16,16,40,0,0,10.6,0,0,0,0,0,0.2,0.4,9.5,0.4,3.4,0.1,50.7,9.9,1.1,0,,
cuchara-mango-y-tamarindo,Azucares sin grasa,Cuchara mango y tamarindo,0.75,pieza,12,12,48,0,0,10.8,0,0,0,0,9.6,0,0,0,,0,0,,132,,0,,
cueritos-de-fruta,Azucares sin grasa,Cueritos de fruta,0.5,pieza,11,11,39,0,0.3,9,0.1,0.2,0.1,0,5.2,0,0.6,12.6,0.2,3.4,0.1,30.9,33.3,3.3,0,99,9
danette-flan-vainilla,Azucares sin grasa,Danette Flan vainilla,1,pieza,57,57,62,1.6,1.7,10,1,,,,9.8,0.2,,,,63.2,,,48.2,,,,
danette-natilla-chocolate,Azucares sin grasa,Danette Natilla chocolate,0.5,pieza,50,50,66,1.1,1.9,11.2,1.2,,,,9.5,0.4,,,,44.3,,,42.9,,,,
dany-gelatina-de-agua,Azucares sin grasa,"Dany, gelatina de agua",0.5,pieza,63,63,43,0.9,0,9.8,0,,,,9.6,0,,,,0,,,52.4,,,,
del-valle-naranjada-nada,Azucares sin grasa,Del Valle naranjada&nada,0.33,taza,79,79,36,0,0,9.1,0,0,0,0,9.1,0,0,0,,0,0,,35.2,,0,,
delaware-punch,Azucares sin grasa,Delaware Punch,0.25,lata,89,89,39,0,0,9.8,0,0,0,0,9.8,0,0,0,,0,0,,17.8,,0,,
dextrosa,Azucares sin grasa,Dextrosa,3,cdita,12,12,45,0,0,10.5,0,0,0,0,10.5,0,0,0,,0,0,,0,,0,,
dulce-de-tamarindo,Azucares sin grasa,Dulce de tamarindo,1,pieza,14,14,46,0,0,12.9,0,0,0,0,11,0.4,0.1,0,,0,0,,230,,0,,
fanta,Azucares sin grasa,Fanta,0.33,lata,117,117,45,0,0,11.1,0,0,0,0,11.1,0,0,0,,0,0,,19.3,,0,,
flan-en-polvo,Azucares sin grasa,Flan en polvo,1,cda,12,12,42,0,0,11,0,0,0,0,11,0,0,0,0,2.9,0,18.4,51.8,0.1,0,,
fresca,Azucares sin grasa,Fresca,0.33,lata,118,118,40,0,0,10,0,0,0,0,10,0,0,0,,0,0,,235,,0,,
fructosa,Azucares sin grasa,Fructosa,3,cdita,12,12,44,0,0,12,0,0,0,0,11.1,0,0,0,,0,0,,1.4,,0,,
fruta-cristalizada,Azucares sin grasa,Fruta cristalizada,15,gramos,15,15,45,0.5,0.1,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,103,11
fuze-tea-mandarina,Azucares sin grasa,Fuze Tea mandarina,0.25,lata,113,113,36,0,0,9.1,0,0,0,0,9.1,0,0,0,,0,0,,24.3,,0,,
fuze-tea-mango-manzanilla,Azucares sin grasa,Fuze Tea mango manzanilla,0.25,lata,113,113,36,0,0,9.1,0,0,0,0,9.1,0,0,0,,0,0,,48.7,,0,,
fuze-tea-negro-durazn,Azucares sin grasa,Fuze Tea negro durazn,0.2,lata,91,91,45,0,0,11.3,0,0,0,0,11.3,0,0,0,,0,0,,9.1,,0,,
fuze-tea-negro-limon,Azucares sin grasa,Fuze Tea negro limón,0.25,lata,113,113,36,0,0,9.1,0,0,0,0,9.1,0,0,0,,0,0,,11.3,,0,,
fuze-tea-verde-limon,Azucares sin grasa,Fuze Tea verde limón,0.25,lata,113,113,36,0,0,9.1,0,0,0,0,9.1,0,0,0,,0,0,,11.3,,0,,
gatorade-variedad-de-sabores,Azucares sin grasa,Gatorade variedad de sabores,200,ml,200,200,46,0,0,11.6,,,,,11.6,0,0,0,0,,,25,91.6,,0,,
gelatina,Azucares sin grasa,Gelatina,0.33,taza,59,59,37,0.7,0,8.4,0,0,0,0,8,0,0,0,0.6,1.8,0,0.6,44.6,13.2,0,,
gelatina-de-agua-dany-sabor-cola,Azucares sin grasa,Gelatina de agua Dany sabor cola,1.5,envase,60,60,42,1.1,0,9.3,,,,,3.7,0,,,,,,,,,0,,
gelatina-de-anis,Azucares sin grasa,Gelatina de anís,4,cda,64,64,40,0.8,0,9.1,0,0,0,0,8.6,0,0,0,,1.9,0,,48,,0,,
gelatina-de-cereza,Azucares sin grasa,Gelatina de cereza,4,cda,64,64,40,0.8,0,9.1,0,0,0,0,8.6,0,0,0,,1.9,0,,48,,0,,
gelatina-de-chocolate,Azucares sin grasa,Gelatina de chocolate,3,cda,48,48,46,2.1,1.1,6.8,0.7,0,0,0,6.8,0,0,0,,45,0,,23.2,,0,,
gelatina-de-chocolate-de-leche,Azucares sin grasa,Gelatina de chocolate de leche,3,cda,48,48,46,2.1,1.1,6.8,0.7,0,0,0,6.8,0,0,0,,45,0,,23.2,,0,,
gelatina-de-durazno,Azucares sin grasa,Gelatina de durazno,4,cda,64,64,40,0.8,0,9.1,0,0,0,0,8.6,0,0,0,,1.9,0,,48,,0,,
gelatina-de-frambuesa,Azucares sin grasa,Gelatina de frambuesa,4,cda,64,64,40,0.8,0,9.1,0,0,0,0,8.6,0,0,0,,1.9,0,,48,,0,,
gelatina-de-fresa-de-agua,Azucares sin grasa,Gelatina de fresa de agua,4,cda,64,64,40,0.8,0,9.1,0,0,0,0,8.6,0,0,0,,1.9,0,,48,,0,,
gelatina-de-fresa-de-leche,Azucares sin grasa,Gelatina de fresa de leche,3,cda,48,48,46,2.1,1.1,6.8,0.7,0,0,0,6.8,0,0,0,,45,0,,23.2,,0,,
gelatina-de-grosella,Azucares sin grasa,Gelatina de grosella,4,cda,64,64,40,0.8,0,9.1,0,0,0,0,8.6,0,0,0,,1.9,0,,48,,0,,
gelatina-de-jerez,Azucares sin grasa,Gelatina de jerez,4,cda,64,64,40,0.8,0,9.1,0,0,0,0,8.6,0,0,0,,1.9,0,,48,,0,,
gelatina-de-limon,Azucares sin grasa,Gelatina de limón,4,cda,64,64,40,0.8,0,9.1,0,0,0,0,8.6,0,0,0,,1.9,0,,48,,0,,
gelatina-de-mandarina,Azucares sin grasa,Gelatina de mandarina,4,cda,64,64,40,0.8,0,9.1,0,0,0,0,8.6,0,0,0,,1.9,0,,48,,0,,
gelatina-de-manzana,Azucares sin grasa,Gelatina de manzana,4,cda,64,64,40,0.8,0,9.1,0,0,0,0,8.6,0,0,0,,1.9,0,,48,,0,,
gelatina-de-mora-azul,Azucares sin grasa,Gelatina de mora azul,4,cda,64,64,40,0.8,0,9.1,0,0,0,0,8.6,0,0,0,,1.9,0,,48,,0,,
