food_id,medida_nombre,porcion_default,gramos_por_medida
helado-de-cafe,taza,0.5,182.0
helado-de-cafe-bajo-en-calorias,taza,0.5,182.0
helado-de-chocolate,taza,0.75,132.0
helado-de-chocolate-bajo-en-calorias,taza,0.75,132.0
helado-de-fresa,taza,0.75,132.0
helado-de-fresa-bajo-en-calorias,taza,0.66,186.36
helado-de-vainilla,taza,0.75,132.0
helado-de-vainilla-bajo-en-calorias,taza,1,132.0
helado-de-yogur,taza,1,158.0
helado-de-yogur-de-fresa,taza,1,158.0
helado-napolitano,taza,0.75,136.0
helado-napolitano-bajo-en-calorias,taza,0.66,180.3
leche-con-chocolate,taza,1,240.0
leche-con-chocolate-semidescremada-1,taza,1,240.0
leche-con-vainilla,taza,1,218.0
leche-descremada-con-chocolate-2,taza,1.25,240.0
leche-en-polvo-sabor-fresa,cucharada,8,7.0
leche-en-polvo-sabor-vainilla,cucharada,8,7.0
leche-fermentada-con-lactobacilo,pieza,2.5,100.0
leche-fermentada-con-lactobacilo-sabor-naranja,pieza,2.5,100.0
leche-fermentada-con-lactobacilo-sabor-natural,pieza,2.5,100.0
leche-fermentada-con-lactobacilo-sabor-vainilla,pieza,2.33,100.0
leche-malteada-de-chocolate,taza,1,240.0
leche-malteada-sabor-chocolate,pieza,0.75,240.0
leche-malteada-sabor-fresa,pieza,0.75,242.67
leche-malteada-sabor-vainilla,pieza,0.75,240.0
leche-semidescremada-sabor-chocolate,pieza,1,240.0
malteada-de-chocolate,taza,0.66,236.36
malteada-de-fresa,pieza,0.75,240.0
malteada-de-vainilla,pieza,0.5,260.0
nescafe-dolce-gusto-late-macchiato-1-capsula-de-leche-1-capsula-de-cafe,cápsula,2,25.0
nescafe-dolce-gusto-caramel-late-macchiato-1-capsula-de-leche-con-azucar-1-capsula-de-cafe,cápsula,2,21.0
nescafe-dolce-gusto-chococino-1-capsula-de-leche-1-capsula-de-cocoa,cápsula,1.5,34.0
yoghurt-bebible-sabor-durazno,pieza,2,165.0
yoghurt-bebible-sabor-fresa,pieza,2,165.0
yoghurt-bebible-sabor-pina-colada,pieza,2,165.0
yoghurt-danone-bebible-sabor-fresa,pieza,1,220.0
yoghurt-danone-sabor-manzana-con-fruta,pieza,0.75,220.0
yoghurt-de-cafe,taza,0.75,240.0
yoghurt-de-fruta,taza,0.75,240.0
yoghurt-de-vainilla,taza,0.75,240.0
yoghurt-para-beber-sabor-fruta,pieza,1.25,250.4
yogurt-de-soya,taza,1,180.0
aceite,cucharadita,1,5.0
aceite-comestible,cucharadita,1,5.0
aceite-de-aguacate,cucharadita,1,5.0
aceite-de-ajonjoli,cucharadita,1,5.0
aceite-de-algodon,cucharadita,1,5.0
aceite-de-almendra,cucharadita,1,5.0
aceite-de-cacahuate,cucharadita,1,5.0
aceite-de-cacao,cucharadita,1,5.0
aceite-de-canola,cucharadita,1,5.0
aceite-de-cartamo,cucharadita,1,5.0
aceite-de-coco,cucharadita,1,5.0
aceite-de-girasol,cucharadita,1,5.0
aceite-de-girasol-60-con-acido-linoleico,cucharadita,1,5.0
aceite-de-girasol-70-con-acido-oleico,cucharadita,1,5.0
aceite-de-higado-de-bacalao,cucharadita,1,5.0
aceite-de-maiz,cucharadita,1,5.0
aceite-de-oliva,cucharadita,1,5.0
aceite-de-oliva-extra-virgen,cucharadita,1,5.0
aceite-de-olivo,cucharadita,1,5.0
aceite-de-palma,cucharadita,1,5.0
aceite-de-soya,cucharadita,1,5.0
aceite-de-soya-y-algodon,cucharadita,1,5.0
aceite-en-spray,disp.1s,5,1.0
aceituna-negra-sin-hueso,pieza,5,5.0
aceituna-verde-con-hueso,pieza,6,4.17
aceituna-verde-sin-hueso,pieza,8,3.0
aceitunas-rellenas-de-anchoa,pieza,5,5.0
aceitunas-rellenas-de-pimiento,pieza,7,5.0
aderezo,cucharada,0.5,16.0
aderezo-blue-cheese,cucharada,0.5,16.0
aderezo-con-queso-y,cucharada,0.5,16.0
aderezo-cremoso,cucharada,0.5,16.0
aderezo-de-ciruela-pasas,cucharada,0.5,16.0
aderezo-de-hierbas-finas,cucharada,0.5,16.0
aderezo-de-mayonesa,cucharada,0.5,14.0
aderezo-de-miel-y-mostaza,cucharada,0.5,16.0
aderezo-frances,cucharada,0.5,16.0
aderezo-italiano,cucharada,0.5,16.0
aderezo-italiano-bajo-en-calorias,cucharada,1.5,15.33
aderezo-italiano-cremoso,cucharada,0.5,16.0
aderezo-italiano-cremoso-bajo-en-calorias,cucharada,4,15.0
aderezo-jalapeno,cucharada,0.5,16.0
aderezo-mil-islas,cucharada,0.5,16.0
aderezo-ranch,cucharada,0.5,16.0
aderezo-roquefort,cucharada,0.5,16.0
aderezo-ruso,cucharada,0.5,16.0
aderezo-ipo-blue,cucharada,0.5,16.0
aderezo-tipo-cesar,cucharada,0.5,16.0
aderezo-tipo-frances,cucharada,0.5,16.0
aderezo-tipo-mil-islas,cucharada,0.5,16.0
aderezo-tipo-ranch,cucharada,0.5,16.0
aderezo-vinagreta-casera,cucharadita,2,5.0
aderezo-vinagreta-comercial,cucharadita,4,5.0
aguacate-california,pieza,0.33,93.94
aguacate-de-pellejo,pieza,1.5,24.0
aguacate-florida,pieza,0.33,163.64
aguacate-hass,pieza,0.33,93.94
aguacate-mediano,pieza,0.33,93.94
aguacate-verde,pieza,0.5,50.0
calahua,cucharada,1,19.0
chicharron-de-soya,gramos,6,1.0
cocada,pieza,0.33,27.27
coco,gramos,8,0.75
coco-de-aceite,gramos,8,0.75
coco-deshidratado,gramos,6,1.0
coco-en-hojuelas,cucharada,2,4.5
coco-entero,gramos,25,0.56
coco-fresco,gramos,12,1.0
coco-rallado,cucharada,1.5,6.0
coco-rallado-y-endulzado,cucharada,1.5,6.0
coco-seco,cucharada,1.5,6.0
coco-seco-y-endulzado,cucharada,1.5,6.0
coquito,gramos,8,0.75
crema,cucharada,1,15.0
crema-20-grasa-dulce,cucharada,1.33,15.79
crema-40-grasa-agria,cucharada,1,13.0
crema-acida,cucharada,2,10.5
crema-agria,cucharada,1,13.0
crema-baja-en-grasa,cucharada,2,15.0
crema-batida,cucharada,1.5,8.0
crema-batida-en-aerosol,cucharada,5,3.0
crema-chantilly,cucharada,1.5,8.0
crema-de-coco-dulce,cucharadita,4,6.25
crema-de-coco-natural,cucharadita,3,5.0
crema-de-leche-en-polvo,cucharada,4,2.5
crema-dulce,cucharadita,4,4.75
crema-dulce-para-batir,cucharadita,4,4.75
crema-entera,cucharada,1,14.0
crema-lala-light,cucharada,5,16.0
crema-ligera,cucharada,1,14.0
crema-natural,cucharada,1,15.0
crema-para-batir,cucharada,1.5,14.0
crema-para-cafe,cucharada,1,14.0
dip,cucharada,2,15.0
dip-de-cebolla,cucharada,2,15.0
dip-preparado,cucharada,2,15.0
dip-preparado-con-crema,cucharada,2,15.0
grasa-de-tocino,gramos,5,1.0
grasas-animales,gramos,5,1.0
grasas-vegetales-para-cocinar,gramos,5,1.0
guacamole,cucharada,2,14.0
lardo,gramos,5,1.0
manteca-de-cacao,cucharadita,1,5.0
manteca-de-cerdo,cucharadita,1,4.0
manteca-vegetal,cucharadita,1,4.0
mantequilla,cucharadita,1.5,4.0
mantequilla-clarificada,cucharadita,1.5,4.0
mantequilla-con-sal,cucharadita,1.5,4.0
mantequilla-derretida,cucharadita,1,5.0
mantequilla-lala-reducida-en-grasa,cucharada,7,12.0
mantequilla-sin-sal,cucharadita,1.5,4.0
margarina,cucharadita,1,4.0
margarina-baja-en-grasa,cucharadita,2.5,4.4
margarina-con-sal,cucharadita,1.5,4.0
margarina-sin-sal,cucharadita,1,4.0
mayonesa,cucharadita,1,5.0
mayonesa-chipotle,cucharada,1,14.0
mayonesa-de-aguacate,cucharada,0.5,14.0
media-crema,cucharada,2,15.0
nata,cucharada,1,14.0
nuez-de-brasil,pieza,2,4.0
pam,disp.1s,5,1.0
pam-aceite-de-oliva,disparo,6,1.0
pam-mantequilla,disparo,6,1.0
praline,cucharada,0.5,16.0
queso-crema,cucharada,1,13.0
queso-crema-bajo-en-grasa,cucharada,1,13.0
queso-crema-untable,cucharada,1,10.0
queso-liquido,cucharada,2.5,15.2
queso-para-nachos,cucharada,2.5,15.2
queso-philadelphia,cucharada,1,13.0
salsa-alfredo,cucharada,1,14.0
salsa-holandesa-industrializada,cucharada,0.5,16.0
salsa-macha,cucharada,0.5,20.0
salsa-tartara-industrializada,cucharadita,1,16.0
salsa-tartara-sin-grasa,cucharada,3,15.67
salsa-veloute,cucharada,1.5,14.0
tampico,gramos,12,1.0
tocineta,rebanada,1,10.0
tocino,rebanada,1,8.0
tocino-ahumado,rebanada,1,8.0
tocino-en-lonja,gramos,8,1.0
tocino-frito,rebanada,1,7.0
tocino-imitacion,rebanada,1,10.0
tuetano,gramos,6,1.0
vinagreta,cucharada,0.5,16.0
vinagreta-baja-en-calorias,cucharada,5,16.0
vinagreta-comercial,cucharada,1.5,15.33
vinagreta-de-ajonjoli,cucharadita,3,4.0
vinagreta-de-mostaza,cucharadita,3,4.0
vinagreta-de-vino,cucharadita,6,4.0
aderezo-de-yogurt,cucharada,2,14.0
aderezo-de-yogurt-y-pepino,cucharada,4,14.0
ajonjoli,cucharadita,4,2.5
ajonjoli-acaramelado,cucharada,5,2.6
ajonjoli-tostado,cucharada,5,2.6
almendra,pieza,10,1.2
almendra-acaramelada,pieza,6,2.0
almendra-ahumada,pieza,10,1.2
almendra-deshidratada,pieza,10,1.2
almendra-fileteada,cucharada,2,6.0
almendra-picada,cucharadita,4,2.5
almendra-tostada,cucharada,10,1.2
avellana,pieza,9,1.44
avellana-picada,cucharadita,5,2.4
avellana-salada,pieza,8,1.38
avellana-tostada,pieza,8,1.38
bebida-vegetal-silk-almendra-sin-azucar-sin-endulzar-con-proteina,taza,1,240.0
bebida-vegetal-siik-almendra-sin-azucar-sin-endulzar-sabor-monk-fruit,taza,2,240.0
bebida-vegetal-silk-alemndra-sin-azucar-y-sin-endulzar,taza,2,240.0
bebida-vegetal-silk-coco-sin-azucar-y-sin-endulzar,taza,1,240.0
cacahuate,pieza,14,0.86
cacahuate-acaramelado,cucharadita,5,2.8
cacahuate-con-cascara,gramos,12,1.0
cacahuate-con-pepitas,gramos,12,1.0
cacahuate-con-piel,pieza,15,0.93
cacahuate-enchilado,pieza,13,0.92
cacahuate-japones,pieza,15,0.93
cacahuate-picado,cucharadita,5,2.4
cacahuate-salado,pieza,13,0.92
cacahuate-tostado,pieza,13,0.92
cacahuates-confitados,bolsa,0.25,56.0
cacahuates-cubiertos-con-salsa-y-limon,cucharada,2,6.5
castana,pieza,1.5,11.33
castana-con-cascara,pieza,2,9.0
castana-asada,gramos,30,1.0
chia,cucharada,7,1.71
chilorio,gramos,30,1.0
chilorio-de-pavo,gramos,30,1.0
chistorra,gramos,15,1.0
chorizo,gramos,15,1.0
chorizo-de-pavo,gramos,21,1.0
chorizo-de-pollo,gramos,35,1.0
chorizo-vegetariano,gramos,15,1.0
corozo,gramos,14,0.79
crema-de-almendras,cucharada,1,12.0
crema-de-nuez-de-la-india,cucharada,1,12.0
falafel-hecho-en-casa,gramos,20,1.0
harina-de-ajonjoli,gramos,13,1.0
harina-de-ajonjoli-baja-en-grasa,gramos,20,1.0
harina-de-almendras,gramos,11,1.0
harina-de-cacahuate-2,gramos,15,1.0
harina-de-cacahuate-desgrasada,gramos,20,1.0
hummus-de-garbanzo,gramos,20,1.0
kkwate-sabritas-japones,gramos,15,1.0
kkwate-sabritas-salado,gramos,10,1.0
mantequilla-de-cacahuate,cucharadita,2,5.5
mazapan-sin-azucar,pieza,1,25.0
nueces-mixtas,cucharada,1,12.0
nuez,pieza,3,3.0
nuez-acaramelada,taza,0.75,16.0
nuez-de-castilla,pieza,3,3.0
nuez-de-la-india-acaramelada,cucharada,0.75,16.0
nuez-de-la-india-con-almendras,cucharada,0.75,14.67
nuez-de-la-india-con-sal,pieza,7,1.57
nuez-de-la-india-sin-sal-en-mitades,mitades,15,0.8
nuez-de-la-india-tostada-sin-sal,pieza,8,1.62
nuez-de-macadamia-deshidratada,pieza,4,2.5
nuez-deshidratada,pieza,3,3.0
nuez-en-mitades,mitades,7,1.43
nuez-entera,pieza,3,3.0
nuez-garapinada,taza,0.75,16.0
nuez-picada,gramos,10,1.0
nuez-tostada,pieza,3,3.0
pasta-de-almendras,cucharadita,4,3.25
pasta-de-cacahuate,cucharada,1,10.0
pasta-de-cacahuate-desgrasada,cucharada,1,10.0
pate,cucharadita,5,4.4
pate-de-cerdo,cucharada,1,13.0
pate-de-foie-gras,cucharada,1,13.0
pate-de-ganso,cucharada,1,13.0
pate-de-higado-de-cerdo,cucharada,1,13.0
pate-de-higado-de-ternera,cucharada,1,13.0
pate-de-pollo,cucharadita,8,4.38
pate-de-ternera,cucharada,1,13.0
pepita-limpia,cucharada,1.5,10.0
pepitas,pieza,60,0.2
pepitas-con-cascara,cucharada,2,6.5
pepitas-de-calabaza,cucharada,1.5,8.0
pepitas-de-melon,cucharadita,5,2.4
pepitas-tostadas,cucharada,1,13.0
pepperoni,rebanada,4,3.75
pinon,cucharada,1,10.0
pistache,pieza,18,0.72
queso-de-nuez-de-la-india,gramos,14,1.0
queso-de-puerco,gramos,20,1.0
salsa-bearnesa-industrializada,cucharadita,4,4.25
salsa-bechamel,cucharada,3,15.0
salsa-blanca,cucharada,3,15.0
salsa-de-ajonjoli,cucharadita,2,5.5
salsa-de-cacahuate,cucharadita,2,5.5
salsa-de-pimienta-verde,cucharada,5,15.0
salsa-de-queso,cucharada,2,17.0
salsa-pesto,cucharadita,4,6.0
seleccion-de-botana-mexicana,cucharada,1,10.0
semilla-de-calabaza,cucharada,1.5,7.33
semilla-de-calabaza-menuda,cucharada,2,7.5
semilla-de-chia,cucharadita,5,2.4
semilla-de-girasol,cucharadita,4,3.0
semilla-de-girasol-tostada,cucharadita,4,3.0
tocino-de-pavo,rebanada,3,10.0
tocino-vegetariano,rebanada,2,10.0
vinagreta-miel-y-mostaza,cucharadita,1.5,8.0
adams-deemint-menta,pieza,2,5.5
adams-halls-cereza,pieza,4,2.75
adams-halls-colors,pieza,4,2.75
adams-halls-limon-con-miel-de-abeja,pieza,4,2.75
aderezos-para-ensalada-bajos-en-calorias-y-grasa,taza,0.33,257.58
agua-quina,lata,0.33,354.55
ate,gramos,13,1.0
ate-de-guayaba,gramos,13,1.0
ate-de-membrillo,gramos,13,1.0
azucar-bc,cucharadita,2,5.0
azucar-blanca,cucharadita,2,4.0
azucar-de-mesa,cucharadita,2,4.0
azucar-glass,cucharadita,4,2.5
azucar-granulada,cucharadita,2,4.0
azucar-mascabado,cucharadita,2,5.0
azucar-morena,cucharadita,3,3.0
bebida-de-almendra-con-azucar,taza,0.75,240.0
bebida-de-lichi,lata,0.285714285714286,353.5
bebida-lactea-fermentada,pieza,1,80.0
bebida-para-deportistas,bote,0.25,608.0
bebida-para-deportistas-en-polvo,cucharadita,2,5.0
boing,paquete,0.5,250.0
boing-guayaba,lata,0.33,339.39
boing-mango,lata,0.33,339.39
bolitochas,pieza,1.25,8.8
bombon-de-chocolate,pieza,2,7.0
boost,lata,0.33,236.36
borrachos-envinados,pieza,1,13.0
bubbaloo-crack-ups,pieza,11,1.0
bubbaloo-fresa,pieza,3,5.67
bubbaloo-menta,pieza,3,5.67
bubbaloo-paleta,pieza,0.75,16.0
bubulubu,pieza,0.33,36.36
cafe-capuchino-helado,taza,0.33,242.42
cafe-capuchino-instantaneo,cucharadita,2,4.0
cajeta,cucharadita,1.5,6.0
cajeta-reducida-en-azucar,cucharada,1,15.0
caramelo,pieza,2,6.0
caramelo-de-mantequilla,pieza,2,5.5
caramelo-deemint-menta,pieza,2,5.5
caramelo-macizo,pieza,2,6.0
caramelo-salvavidas,pieza,4,2.5
cascara-de-fruta-cristalizada,gramos,12,1.0
cascara-de-naranja-cristalizada,gramos,10,1.0
castana-2,pieza,2,11.0
castana-con-cascara-2,pieza,2,9.0
castana-asada-2,gramos,12,1.0
cerecets,gramos,10,1.0
checolines,gramos,15,1.0
chewy-candy,pieza,0.5,26.0
chicle,pieza,0.5,30.0
chicle-bajo-en-azucar,pieza,6,2.0
chicloso,pieza,1,12.0
chocolate-don-gustavo-en-polvo,cucharadita,2,5.0
chocolate-en-polvo-morelia,cucharadita,2,5.0
chocolate-en-polvo-sin-azucar,cucharadita,2,5.0
chocolate-en-tableta-abuelita,gramos,10,1.0
chocolate-liquido,cucharada,1,18.0
coca-cola,lata,0.33,354.55
cocentrado-de-coco-almedra,cucharada,1,15.0
cocoa-en-polvo,cucharadita,2,5.0
concentrado-de-jugo-de-arandano,cucharada,1.5,15.33
concentrado-sabor-fresa,cucharada,1,15.0
concentrado-sabor-guayaba,cucharada,1,15.0
concentrado-sabor-horchata,cucharadita,2.5,5.2
concentrado-sabor-jamaica,cucharada,1.25,15.2
concentrado-sabor-limon,cucharada,1,15.0
concentrado-sabor-mandarina,cucharada,1,15.0
concentrado-sabor-naranja,cucharada,1,15.0
concentrado-sabor-pin,cucharada,1,15.0
concentrado-sabor-tamarindo,cucharada,1,15.0
concentrado-sabor-uva,cucharada,1,15.0
crack-ups,pieza,11,1.0
crayon,pieza,0.33,33.33
crazy-dips-sabor-fruta,sobre,1,12.0
cubierta-de-chocolate,cucharadita,2,6.0
cubierta-de-fresa,cucharadita,3,5.33
cubierta-de-pina,cucharadita,3,5.33
cuchara-mango-y-tamarindo,pieza,0.75,16.0
cueritos-de-fruta,pieza,0.5,22.0
danette-flan-vainilla,pieza,1,57.0
danette-natilla-chocolate,pieza,0.5,100.0
dany-gelatina-de-agua,pieza,0.5,126.0
del-valle-naranjada-nada,taza,0.33,239.39
delaware-punch,lata,0.25,356.0
dextrosa,cucharadita,3,4.0
dulce-de-tamarindo,pieza,1,14.0
fanta,lata,0.33,354.55
flan-en-polvo,cucharada,1,12.0
fresca,lata,0.33,357.58
fructosa,cucharadita,3,4.0
fruta-cristalizada,gramos,15,1.0
fuze-tea-mandarina,lata,0.25,452.0
fuze-tea-mango-manzanilla,lata,0.25,452.0
fuze-tea-negro-durazn,lata,0.2,455.0
fuze-tea-negro-limon,lata,0.25,452.0
fuze-tea-verde-limon,lata,0.25,452.0
gatorade-variedad-de-sabores,ml,200,1.0
gelatina,taza,0.33,178.79
gelatina-de-agua-dany-sabor-cola,envase,1.5,40.0
gelatina-de-anis,cucharada,4,16.0
gelatina-de-cereza,cucharada,4,16.0
gelatina-de-chocolate,cucharada,3,16.0
gelatina-de-chocolate-de-leche,cucharada,3,16.0
gelatina-de-durazno,cucharada,4,16.0
gelatina-de-frambuesa,cucharada,4,16.0
gelatina-de-fresa-de-agua,cucharada,4,16.0
gelatina-de-fresa-de-leche,cucharada,3,16.0
gelatina-de-grosella,cucharada,4,16.0
gelatina-de-jerez,cucharada,4,16.0
gelatina-de-limon,cucharada,4,16.0
gelatina-de-mandarina,cucharada,4,16.0
gelatina-de-manzana,cucharada,4,16.0
gelatina-de-mora-azul,cucharada,4,16.0
gelatina-de-naranja,cucharada,4,16.0
gelatina-de-nuez-de-leche,cucharada,3,16.0
gelatina-de-pina,cucharada,4,16.0
gelatina-de-pistache,cucharada,3,16.0
gelatina-de-rompope,cucharada,3,16.0
gelatina-de-sabor-en-polvo,gramos,10,1.0
gelatina-de-uva,cucharada,4,16.0
gelatina-de-vainilla,cucharada,3,16.0
gelatina-de-vainilla-de-leche,cucharada,3,16.0
gelatina-de-zarzamora,cucharada,4,16.0
gelatina-en-polvo-para-agua,gramos,10,1.0
gelatina-en-polvo-para-leche,gramos,10,1.0
gelatina-preparada,cucharada,4.5,16.0
gomilocas-de-hamburguesa,bolsa,0.25,56.0
gomilocas-pinguino,bolsa,0.25,56.0
gomitas,pieza,4,3.0
gomitas-con-azucar,pieza,1,15.0
gomitas-de-aros-de-durazno-acidas,pieza,1.5,8.0
gomitas-de-aros,pieza,2,8.0
gomitas-de-coca-cola,pieza,3,4.0
gomitas-de-guanabana,pieza,3,4.0
gomitas-de-gusano-lombriz-brillante,pieza,2,8.0
gomitas-de-pinguinos,bolsa,0.25,56.0
gomitas-en-forma-de-dientes-ricolino,bolsa,0.25,56.0
gomitas-frutas-enchiladas,pieza,2,8.0
gomitas-mango-lucky,pieza,1.5,8.0
granadina,cucharada,1,15.0
huevitos-de-chocolate-confitado,gramos,10,1.0
inulina-de-agave,cucharadita,2,5.0
jalea,cucharadita,2,6.5
jalea-molecular-varios-sabores,cucharadita,3,6.0
jarabe-de-chocolate,cucharada,1,18.0
jarabe-de-fresa,cucharada,1,15.0
jarabe-de-mango,cucharada,1,15.0
jarabe-de-sabor-para-preparar-agua,cucharada,1,17.0
jarabe-de-nuez-de-macadamia,cucharada,1,15.0
jarabe-sabor-fresa,cucharada,1,15.0
jarabe-sabor-amareto,cucharada,1,15.0
jarabe-sabor-arandano-azul,cucharada,1,15.0
jarabae-sabor-chocolate-blanco,cucharada,1,15.0
jarabe-sabor-irlandes,cucharada,1,15.0
jarabe-sabor-menta-fresca,cucharada,1,15.0
jarabe-sabor-vainilla,cucharada,1,15.0
jolly-rancher,pieza,2,6.0
jugo-de-ades-de-naranja,paquete,1,200.0
jugo-de-cana-de-azucar,taza,0.25,240.0
jugo-de-ciruela-pasa,taza,0.25,256.0
jugo-de-citricos-preparado-con-agua,taza,0.33,242.42
jugo-de-fruta-concentrado,gramos,20,1.0
jugo-de-frutas,taza,0.33,242.42
jugo-de-zanahoria-manzana-y-3-frutas-citricas,taza,0.33,242.42
jugo-natural-es-de-lala,pieza,1,125.0
kombucha,taza,0.5,240.0
leche-condensada,cucharadita,2,5.5
leche-condensada-light,cucharada,1,16.0
leche-condensada-untable,cucharada,1,15.0
leche-en-polvo-sabor-chocolate-con-malvavisco,cucharada,2,7.0
leche-en-polvo-sabor-fudge-de-chocolate,cucharada,2,7.0
lechera-tres-leches,cucharadita,5,6.0
lucas-muecas-sabor-cereza,pieza,0.5,26.0
malvavisco,pieza,2,7.0
malvavisco-miniatura,pieza,18,0.72
manzana-lift,lata,0.25,356.0
melaza,cucharadita,2.5,5.2
mentas-de-caramelo,pieza,6,1.67
mentos-frutal,pieza,4,2.75
mentos-menta,pieza,4,2.75
mentos-sour-mix,pieza,4,2.75
merengue-duro,pieza,11,1.0
mermelada,cucharadita,2.5,6.8
mermelada-con-fructosa,cucharada,2.5,17.2
mermelada-de-blueberry,cucharada,1,15.0
mermelada-de-chabacano,cucharada,1,15.0
mermelada-de-durazno,cucharada,1,15.0
mermelada-de-frambuesa,cucharada,1,15.0
mermelada-de-fresa,cucharada,1,15.0
mermelada-de-fruta-menos-azucar,cucharada,2,15.0
mermelada-de-naranja,cucharada,1,15.0
mermelada-de-pera,cucharada,1,15.0
mermelada-de-zarzamora,cucharada,1,15.0
miel,cucharadita,2,7.0
miel-de-abeja,cucharadita,2,7.0
miel-de-agave,cucharadita,2,6.0
miel-de-cana,cucharadita,2,6.0
miel-de-maiz,cucharadita,2,6.0
mel-ojarabe-sabor-map,cucharadita,2,6.0
miguelito-en-polvo,sobre,8,4.0
miguelito-liquido,sobre,10,10.0
monster-energy,lata,0.2,480.0
mousse-de-chocolate-sin-grasa,taza,0.25,200.0
nectar-de-fruta,taza,0.25,252.0
nesquik-de-chocolate-en-polvo,cucharadita,2.5,5.2
nesquik-de-fresa-en-polvo,cucharadita,2.5,5.2
nesquik-de-vainilla-en-polvo,cucharadita,2,5.0
nestea-en-polvo,cucharadita,4.5,2.44
nieve-de-frutas,gramos,40,1.0
nieve-de-limon,pieza,0.5,68.0
obleas-de-cajeta,pieza,1,7.0
paleta-de-caramelo,pieza,2,6.0
paleta-helada-de-agua,pieza,1,52.0
paleta-helada-de-fruta,pieza,0.5,92.0
paleta-helada-de-fruta-sin-azucar,pieza,3,51.0
paleta-helada-de-yogut-sabor-coco,pieza,0.5,70.0
paleta-tutsi-pop,pieza,0.5,20.0
paleton-corona,pieza,0.5,26.0
panditas,bolsa,0.33,45.45
pasitas-con-chocolate,pieza,11,1.0
pastilla-halls-colors,pieza,4,2.75
pastilla-halls-limon-con-miel-de-abeja,pieza,4,2.75
pica-fresa,pieza,2,6.0
piloncillo,gramos,10,1.0
piloncillo-rallado,cucharada,1,10.0
polen-de-abeja,cucharadita,2.5,5.2
ponche-de-frutas,taza,0.33,239.39
powerade-frutas,botella,0.25,600.0
powerade-lima-limon,botella,0.25,600.0
powerade-mora,botella,0.25,600.0
powerade-naranja-mandarina,botella,0.25,600.0
pudin-de-chocolate-en-polvo,cucharadita,2,5.0
pudin-de-coco-en-polvo,cucharadita,2,5.0
pudin-de-platano-en-polvo,cucharadita,2,5.0
pudin-de-vainilla-en-pdvo,cucharadita,2,5.0
pulparindo,pieza,1,14.0
queso-de-tuna,gramos,13,1.0
red-bull,lata,0.33,251.52
refresco,lata,0.25,368.0
refresco-de-cola,lata,0.25,368.0
refresco-de-frutas,lata,0.25,356.0
refresco-de-limon,lata,0.33,354.55
refresco-de-mandarina,lata,0.33,351.52
refresco-de-manzana,lata,0.33,354.55
refresco-de-naranja,lata,0.25,356.0
refresco-de-pina,lata,0.33,351.52
refresco-de-tamarindo,lata,0.33,354.55
refresco-de-toronja,lata,0.33,354.55
refresco-de-tutti-fruti,lata,0.33,354.55
ring-pop,pieza,0.75,14.67
rollo-de-guayaba,gramos,15,1.0
runts-confitados,pieza,9,1.22
salsa-agridulce,cucharada,2,16.0
salsa-catsup,cucharada,2,15.0
salsa-chamoy,gramos,40,1.0
salsa-de-anguila,cucharada,2,16.0
salsa-de-manzana,cucharada,1,16.0
salsa-de-tamarindo,gramos,25,1.0
salsa-demiglass,taza,0.33,190.91
salsa-marinara-cornercial,cucharada,5,15.0
salsa-para-pizza-comercial,cucharada,7,15.0
salsa-teriyaki,cucharada,3,18.0
sevillana,pieza,1,10.0
sidral-mundet,lata,0.33,354.55
skittles,pieza,11,1.0
skwinkes-clasicos,paquete,0.5,20.0
skwinkles-rellenos,paquete,0.5,26.0
sprite,lata,0.33,354.55
tamborines,pieza,3,4.67
tarugos,pieza,1,15.0
te-helado-en-polvo,cucharadita,4,2.5
vitamin-water-xxx-acai-mora-azul-granada,lata,0.5,340.0
vitamin-water-energy-citrico-tropical,lata,0.5,340.0
vitamin-water-restore-ponche-de-frutas,lata,0.5,340.0
yakult,envase,1,85.0
yakult-40-lt,envase,1.5,84.67
aderezo-blue-cheese-bajo-en-calorias,cucharada,4,15.0
aderezo-de-miel,cucharada,4,16.0
aderezo-de-miel-y-mostaza-bajo-en-calorias,cucharada,3,15.0
aderezo-frances-bajo-en-calorias,cucharada,4,15.0
aderezo-mil-islas-bajo-en-calorias,cucharada,4,15.0
aderezo-ranch-bajo-en-calorias,cucharada,3,15.0
aderezo-ruso-bajo-en-calorias,cucharada,3,15.0
aderezo-tipo-cesar-bajo-en-calorias,cucharada,3,15.0
almendra-con-chocolate,pieza,2,6.0
almond-joy,pieza,0.33,48.48
almond-joy-miniatura,pieza,1,20.0
bebida-de-coco-con-azucar,taza,1,240.0
bebida-de-macadamia-con-azucar,taza,1,240.0
bebida-vegetal-silk-almendra-sabor-chocolate,pieza,0.5,190.0
cacahuate-confitado-chocolate,pieza,4,4.0
carlos-v,pieza,0.33,33.33
carlos-v-semiamargo,pieza,1,20.0
chai-descafeinado-en-polvo,cucharada,1.25,14.4
chai-en-polvo-sin-azucar,cucharada,2,14.0
chai-especies-en-polvo,cucharada,1.25,14.4
chai-vainilla-descafeinado-sin-azucar-en-polvo,cucharada,2,14.0
chai-vainilla-en-polvo,cucharada,1.25,14.4
chai-verde-en-polvo,cucharada,1.25,14.4
chispas-chocolate-hershey,cucharadita,5,3.4
chispas-de-chocolate,cucharadita,5,3.6
chocolate-amargo,pieza,0.33,42.42
chocolate-barra-milch,pieza,0.66,30.3
