platillo,tiempo,tipo,banda,sabor,mult_max,alimento,nombre_visible,gramos,max_g,rol,seccion,nota,image_filename
Chia Pudding con Fresa,Desayuno,bloque,ligero,dulce,1.5,Leche descremada,Leche,100,350,principal,plato,BLOQUE,chia-pudding-con-fresa.jpg
Chia Pudding con Fresa,Desayuno,bloque,ligero,dulce,1.5,"Yoghurt Oikos estilo griego sabor natural, sin azúcar y sin endulzar",Yogurt griego natural,60,300,principal,plato,BLOQUE,chia-pudding-con-fresa.jpg
Chia Pudding con Fresa,Desayuno,bloque,ligero,dulce,1.5,Vainilla,Vainilla,5,,condimento,plato,,chia-pudding-con-fresa.jpg
Chia Pudding con Fresa,Desayuno,bloque,ligero,dulce,1.5,Fresa rebanada,Fresas,100,250,principal,acompañamiento,,chia-pudding-con-fresa.jpg
Chia Pudding con Fresa,Desayuno,bloque,ligero,dulce,1.5,Almendra,Almendras picadas,12,24,fijo,acompañamiento,,chia-pudding-con-fresa.jpg
Chia Pudding con Fresa,Desayuno,bloque,ligero,dulce,1.5,Miel,Miel,7,7,fijo,acompañamiento,,chia-pudding-con-fresa.jpg
Baked Oats,Desayuno,bloque,medio,dulce,1.5,Avena en hojuelas,Avena,40,120,principal,plato,BLOQUE masa horneada,baked-oats.jpg
Baked Oats,Desayuno,bloque,medio,dulce,1.5,Plátano,Plátano,60,180,principal,plato,BLOQUE,baked-oats.jpg
Baked Oats,Desayuno,bloque,medio,dulce,1.5,Huevo entero fresco,Huevo,44,300,principal,plato,BLOQUE,baked-oats.jpg
Baked Oats,Desayuno,bloque,medio,dulce,1.5,Leche descremada,Leche,80,350,principal,plato,BLOQUE,baked-oats.jpg
Baked Oats,Desayuno,bloque,medio,dulce,1.5,Canela en polvo,Canela en polvo,2,,condimento,plato,,baked-oats.jpg
Baked Oats,Desayuno,bloque,medio,dulce,1.5,Vainilla,Vainilla,5,,condimento,plato,,baked-oats.jpg
Baked Oats,Desayuno,bloque,medio,dulce,1.5,Arándano fresco,Arándanos,50,120,principal,acompañamiento,,baked-oats.jpg
Baked Oats,Desayuno,bloque,medio,dulce,1.5,Mantequilla de cacahuate,Crema de cacahuate,12,24,fijo,acompañamiento,,baked-oats.jpg
Baked Oats,Desayuno,bloque,medio,dulce,1.5,Miel,Miel,7,7,fijo,acompañamiento,,baked-oats.jpg
Parfait de Yogurt,Desayuno,suelto,medio,dulce,,"Yoghurt Oikos estilo griego sabor natural, sin azúcar y sin endulzar",Yogurt griego natural,170,300,principal,plato,,parfait-de-yogurt.jpg
Parfait de Yogurt,Desayuno,suelto,medio,dulce,,Granola estándar,Granola,30,45,principal,plato,,parfait-de-yogurt.jpg
Parfait de Yogurt,Desayuno,suelto,medio,dulce,,Fresa rebanada,Fresas,80,250,principal,plato,,parfait-de-yogurt.jpg
Parfait de Yogurt,Desayuno,suelto,medio,dulce,,Durazno amarillo,Durazno,76,200,principal,plato,,parfait-de-yogurt.jpg
Parfait de Yogurt,Desayuno,suelto,medio,dulce,,Miel,Miel,7,7,fijo,plato,,parfait-de-yogurt.jpg
Bowl de Yogurt Tropical,Desayuno,suelto,medio,dulce,,"Yoghurt Oikos estilo griego sabor natural, sin azúcar y sin endulzar",Yogurt griego natural,150,300,principal,plato,,bowl-de-yogurt-tropical.jpg
Bowl de Yogurt Tropical,Desayuno,suelto,medio,dulce,,Granola estándar,Granola,30,45,principal,plato,,bowl-de-yogurt-tropical.jpg
Bowl de Yogurt Tropical,Desayuno,suelto,medio,dulce,,Mango Ataúlfo,Mango,60,200,principal,plato,,bowl-de-yogurt-tropical.jpg
Bowl de Yogurt Tropical,Desayuno,suelto,medio,dulce,,Kiwi,Kiwi,50,180,principal,plato,,bowl-de-yogurt-tropical.jpg
Bowl de Yogurt Tropical,Desayuno,suelto,medio,dulce,,Chía,Chía,6,12,fijo,plato,,bowl-de-yogurt-tropical.jpg
Bowl de Yogurt Tropical,Desayuno,suelto,medio,dulce,,Miel,Miel,7,7,fijo,plato,,bowl-de-yogurt-tropical.jpg
Crepas de Avena con Cottage y Fruta,Desayuno,bloque,medio,dulce,1.5,Avena en hojuelas,Avena,80,120,principal,plato,BLOQUE receta David 1taza avena,crepas-de-avena-con-cottage-y-fruta.jpg
Crepas de Avena con Cottage y Fruta,Desayuno,bloque,medio,dulce,1.5,Leche descremada,Leche,245,350,principal,plato,BLOQUE 1taza,crepas-de-avena-con-cottage-y-fruta.jpg
Crepas de Avena con Cottage y Fruta,Desayuno,bloque,medio,dulce,1.5,Huevo entero fresco,Huevo,88,300,principal,plato,BLOQUE 2pz,crepas-de-avena-con-cottage-y-fruta.jpg
Crepas de Avena con Cottage y Fruta,Desayuno,bloque,medio,dulce,1.5,Canela en polvo,Canela en polvo,2,,condimento,plato,,crepas-de-avena-con-cottage-y-fruta.jpg
Crepas de Avena con Cottage y Fruta,Desayuno,bloque,medio,dulce,1.5,Vainilla,Vainilla,5,,condimento,plato,,crepas-de-avena-con-cottage-y-fruta.jpg
Crepas de Avena con Cottage y Fruta,Desayuno,bloque,medio,dulce,1.5,Queso Cottage,Queso cottage,60,90,principal,acompañamiento,,crepas-de-avena-con-cottage-y-fruta.jpg
Crepas de Avena con Cottage y Fruta,Desayuno,bloque,medio,dulce,1.5,Durazno amarillo,Durazno,76,200,principal,acompañamiento,,crepas-de-avena-con-cottage-y-fruta.jpg
Crepas de Avena con Cottage y Fruta,Desayuno,bloque,medio,dulce,1.5,Arándano fresco,Arándanos,50,120,principal,acompañamiento,,crepas-de-avena-con-cottage-y-fruta.jpg
Crepas de Avena con Cottage y Fruta,Desayuno,bloque,medio,dulce,1.5,Miel,Miel,7,7,fijo,acompañamiento,,crepas-de-avena-con-cottage-y-fruta.jpg
Smoothie Bowl Tropical,Desayuno,suelto,medio,dulce,,Mango Ataúlfo,Mango,120,200,principal,plato,base licuada espesa,smoothie-bowl-tropical.jpg
Smoothie Bowl Tropical,Desayuno,suelto,medio,dulce,,Plátano,Plátano,80,180,principal,plato,,smoothie-bowl-tropical.jpg
Smoothie Bowl Tropical,Desayuno,suelto,medio,dulce,,"Yoghurt Oikos estilo griego sabor natural, sin azúcar y sin endulzar",Yogurt griego natural,150,300,principal,plato,,smoothie-bowl-tropical.jpg
Smoothie Bowl Tropical,Desayuno,suelto,medio,dulce,,Leche descremada,Leche,40,350,principal,plato,poca para que quede espeso,smoothie-bowl-tropical.jpg
Smoothie Bowl Tropical,Desayuno,suelto,medio,dulce,,Granola estándar,Granola,20,45,principal,acompañamiento,,smoothie-bowl-tropical.jpg
Smoothie Bowl Tropical,Desayuno,suelto,medio,dulce,,Coco rallado,Coco rallado,9,15,fijo,acompañamiento,,smoothie-bowl-tropical.jpg
Smoothie Bowl Tropical,Desayuno,suelto,medio,dulce,,Miel,Miel,7,7,fijo,acompañamiento,,smoothie-bowl-tropical.jpg
Toast de Ricotta con Durazno Asado,Desayuno,suelto,medio,dulce,,Pan de caja integral,Pan tostado integral,50,75,principal,plato,,toast-de-ricotta-con-durazno-asado.jpg
Toast de Ricotta con Durazno Asado,Desayuno,suelto,medio,dulce,,Queso Ricotta semidescremada,Ricotta,60,90,principal,plato,,toast-de-ricotta-con-durazno-asado.jpg
Toast de Ricotta con Durazno Asado,Desayuno,suelto,medio,dulce,,Durazno amarillo,Durazno asado,100,200,principal,plato,,toast-de-ricotta-con-durazno-asado.jpg
Toast de Ricotta con Durazno Asado,Desayuno,suelto,medio,dulce,,Canela en polvo,Canela en polvo,1,,condimento,plato,,toast-de-ricotta-con-durazno-asado.jpg
Toast de Ricotta con Durazno Asado,Desayuno,suelto,medio,dulce,,Miel,Miel,7,7,fijo,plato,,toast-de-ricotta-con-durazno-asado.jpg
Calabacitas con Jamón y Quesadillas,Desayuno,suelto,medio,salado,,Calabacita alargada cruda,Calabacita en cuadritos,150,200,principal,plato,verdura protagonista,calabacitas-con-jamon-y-quesadillas.jpg
Calabacitas con Jamón y Quesadillas,Desayuno,suelto,medio,salado,,Pechuga de pavo,Jamón de pechuga de pavo en cuadritos,63,180,principal,plato,,calabacitas-con-jamon-y-quesadillas.jpg
Calabacitas con Jamón y Quesadillas,Desayuno,suelto,medio,salado,,Verduras mixtas,"Verduras (jitomate, cebolla, chile)",80,,guarnicion,plato,PENDIENTE crear Verduras mixtas,calabacitas-con-jamon-y-quesadillas.jpg
Calabacitas con Jamón y Quesadillas,Desayuno,suelto,medio,salado,,Sal,Pizca de sal,1,,condimento,plato,,calabacitas-con-jamon-y-quesadillas.jpg
Calabacitas con Jamón y Quesadillas,Desayuno,suelto,medio,salado,,Tortilla de maíz,Tortilla de maíz,60,180,principal,acompañamiento,,calabacitas-con-jamon-y-quesadillas.jpg
Calabacitas con Jamón y Quesadillas,Desayuno,suelto,medio,salado,,Queso Oaxaca,Queso Oaxaca,40,60,principal,acompañamiento,,calabacitas-con-jamon-y-quesadillas.jpg
Bowl de Frijoles con Aguacate,Desayuno,suelto,medio,salado,,Frijol promedio cocido,Frijoles,172,300,principal,plato,,bowl-de-frijoles-con-aguacate.jpg
Bowl de Frijoles con Aguacate,Desayuno,suelto,medio,salado,,Queso fresco,Queso fresco,40,60,principal,plato,,bowl-de-frijoles-con-aguacate.jpg
Bowl de Frijoles con Aguacate,Desayuno,suelto,medio,salado,,Aguacate Hass,Aguacate,47,94,principal,plato,,bowl-de-frijoles-con-aguacate.jpg
Bowl de Frijoles con Aguacate,Desayuno,suelto,medio,salado,,Pico de gallo,Pico de gallo,60,,sub-receta,plato,,bowl-de-frijoles-con-aguacate.jpg
Bowl de Frijoles con Aguacate,Desayuno,suelto,medio,salado,,Sal,Pizca de sal,1,,condimento,plato,,bowl-de-frijoles-con-aguacate.jpg
Bowl de Frijoles con Aguacate,Desayuno,suelto,medio,salado,,Tostada de maíz horneada,Tostada horneada,40,52,principal,acompañamiento,,bowl-de-frijoles-con-aguacate.jpg
Tostadas de Atún,Desayuno,suelto,medio,salado,,Tostada de maíz horneada,Tostada horneada,40,52,principal,plato,,tostadas-de-atun.jpg
Tostadas de Atún,Desayuno,suelto,medio,salado,,Atún en agua drenado,Atún,100,200,principal,plato,,tostadas-de-atun.jpg
Tostadas de Atún,Desayuno,suelto,medio,salado,,Aguacate Hass,Aguacate,47,94,principal,plato,,tostadas-de-atun.jpg
Tostadas de Atún,Desayuno,suelto,medio,salado,,Verduras mixtas,"Verduras (lechuga, jitomate, cebolla)",80,,guarnicion,plato,PENDIENTE crear Verduras mixtas,tostadas-de-atun.jpg
Tostadas de Atún,Desayuno,suelto,medio,salado,,Mayonesa light,Mayonesa light,15,20,fijo,plato,,tostadas-de-atun.jpg
Tostadas de Atún,Desayuno,suelto,medio,salado,,Sal,Pizca de sal,1,,condimento,plato,,tostadas-de-atun.jpg
Salmón Ahumado con Aguacate y Verdes,Desayuno,suelto,medio,salado,,Salmón ahumado,Salmón ahumado,100,150,principal,plato,,salmon-ahumado-con-aguacate-y-verdes.jpg
Salmón Ahumado con Aguacate y Verdes,Desayuno,suelto,medio,salado,,Aguacate Hass,Aguacate,47,94,principal,plato,,salmon-ahumado-con-aguacate-y-verdes.jpg
Salmón Ahumado con Aguacate y Verdes,Desayuno,suelto,medio,salado,,Verduras mixtas,"Verduras (espinaca, arúgula, jitomate cherry)",90,,guarnicion,plato,PENDIENTE crear Verduras mixtas,salmon-ahumado-con-aguacate-y-verdes.jpg
Salmón Ahumado con Aguacate y Verdes,Desayuno,suelto,medio,salado,,Limón,Limón,1,,condimento,plato,,salmon-ahumado-con-aguacate-y-verdes.jpg
Salmón Ahumado con Aguacate y Verdes,Desayuno,suelto,medio,salado,,Sal,Pizca de sal,1,,condimento,plato,,salmon-ahumado-con-aguacate-y-verdes.jpg
Salmón Ahumado con Aguacate y Verdes,Desayuno,suelto,medio,salado,,Pan de caja integral,Pan tostado integral,50,75,principal,acompañamiento,,salmon-ahumado-con-aguacate-y-verdes.jpg
Nopales Asados con Queso,Desayuno,suelto,medio,salado,,Nopal cocido,Nopales asados,150,200,principal,plato,verdura protagonista,nopales-asados-con-queso.jpg
Nopales Asados con Queso,Desayuno,suelto,medio,salado,,Queso Panela,Queso panela asado,60,90,principal,plato,,nopales-asados-con-queso.jpg
Nopales Asados con Queso,Desayuno,suelto,medio,salado,,Frijol promedio cocido,Frijoles de la olla,120,300,principal,plato,,nopales-asados-con-queso.jpg
Nopales Asados con Queso,Desayuno,suelto,medio,salado,,Verduras mixtas,"Verduras (jitomate, cebolla)",60,,guarnicion,plato,PENDIENTE crear Verduras mixtas,nopales-asados-con-queso.jpg
Nopales Asados con Queso,Desayuno,suelto,medio,salado,,Sal,Pizca de sal,1,,condimento,plato,,nopales-asados-con-queso.jpg
Nopales Asados con Queso,Desayuno,suelto,medio,salado,,Tortilla de maíz,Tortilla de maíz,60,180,principal,acompañamiento,,nopales-asados-con-queso.jpg
Sincronizadas,Desayuno,suelto,medio,salado,,Tortilla de maíz,Tortilla de maíz,90,180,principal,plato,,sincronizadas.jpg
Sincronizadas,Desayuno,suelto,medio,salado,,Pechuga de pavo,Jamón de pechuga de pavo,63,180,principal,plato,,sincronizadas.jpg
Sincronizadas,Desayuno,suelto,medio,salado,,Queso Oaxaca,Queso Oaxaca,45,60,principal,plato,,sincronizadas.jpg
Sincronizadas,Desayuno,suelto,medio,salado,,Aguacate Hass,Aguacate,47,94,principal,acompañamiento,,sincronizadas.jpg
Sincronizadas,Desayuno,suelto,medio,salado,,Pico de gallo,Pico de gallo,60,,sub-receta,acompañamiento,,sincronizadas.jpg
Crepas Saladas de Jamón y Queso,Desayuno,bloque,medio,salado,1.5,Avena en hojuelas,Avena,80,120,principal,plato,BLOQUE masa salada,crepas-saladas-de-jamon-y-queso.jpg
Crepas Saladas de Jamón y Queso,Desayuno,bloque,medio,salado,1.5,Leche descremada,Leche,245,350,principal,plato,BLOQUE,crepas-saladas-de-jamon-y-queso.jpg
Crepas Saladas de Jamón y Queso,Desayuno,bloque,medio,salado,1.5,Huevo entero fresco,Huevo,88,300,principal,plato,BLOQUE ligante masa,crepas-saladas-de-jamon-y-queso.jpg
Crepas Saladas de Jamón y Queso,Desayuno,bloque,medio,salado,1.5,Sal,Pizca de sal,1,,condimento,plato,,crepas-saladas-de-jamon-y-queso.jpg
Crepas Saladas de Jamón y Queso,Desayuno,bloque,medio,salado,1.5,Pechuga de pavo,Jamón de pechuga de pavo,63,180,principal,acompañamiento,,crepas-saladas-de-jamon-y-queso.jpg
Crepas Saladas de Jamón y Queso,Desayuno,bloque,medio,salado,1.5,Queso Mozzarella semidescremado,Queso mozzarella,45,120,principal,acompañamiento,,crepas-saladas-de-jamon-y-queso.jpg
Crepas Saladas de Jamón y Queso,Desayuno,bloque,medio,salado,1.5,Verduras mixtas,"Verduras (champiñón, espinaca)",80,,guarnicion,acompañamiento,PENDIENTE crear Verduras mixtas,crepas-saladas-de-jamon-y-queso.jpg
Enfrijoladas,Desayuno,suelto,medio,salado,,Tortilla de maíz,Tortilla de maíz,90,180,principal,plato,,enfrijoladas.jpg
Enfrijoladas,Desayuno,suelto,medio,salado,,Frijol molido,Frijol molido,150,250,principal,plato,frijol licuado que baña,enfrijoladas.jpg
Enfrijoladas,Desayuno,suelto,medio,salado,,Queso fresco,Queso fresco,40,60,principal,plato,,enfrijoladas.jpg
Enfrijoladas,Desayuno,suelto,medio,salado,,Crema ácida,Crema,15,24,fijo,plato,1 cucharada,enfrijoladas.jpg
Enfrijoladas,Desayuno,suelto,medio,salado,,Aguacate Hass,Aguacate,47,94,principal,acompañamiento,,enfrijoladas.jpg
Enfrijoladas,Desayuno,suelto,medio,salado,,Verduras mixtas,"Verduras (lechuga fresca, cebolla)",50,,guarnicion,plato,,enfrijoladas.jpg
Tacos de Machaca,Desayuno,suelto,medio,salado,,Machaca,Machaca de res,50,60,principal,plato,,tacos-de-machaca.jpg
Tacos de Machaca,Desayuno,suelto,medio,salado,,Tortilla de maíz,Tortilla de maíz,90,180,principal,plato,,tacos-de-machaca.jpg
Tacos de Machaca,Desayuno,suelto,medio,salado,,Verduras mixtas,"Verduras (jitomate, cebolla, chile)",90,,guarnicion,plato,PENDIENTE crear Verduras mixtas,tacos-de-machaca.jpg
Tacos de Machaca,Desayuno,suelto,medio,salado,,Aguacate Hass,Aguacate,47,94,principal,acompañamiento,,tacos-de-machaca.jpg
Tacos de Machaca,Desayuno,suelto,medio,salado,,Sal,Pizca de sal,1,,condimento,plato,,tacos-de-machaca.jpg
Panela a la Plancha con Salsa,Desayuno,suelto,medio,salado,,Queso Panela,Queso panela a la plancha,80,120,principal,plato,protagonista tope alto,panela-a-la-plancha-con-salsa.jpg
Panela a la Plancha con Salsa,Desayuno,suelto,medio,salado,,Salsa roja,Salsa roja,60,,sub-receta,plato,,panela-a-la-plancha-con-salsa.jpg
Panela a la Plancha con Salsa,Desayuno,suelto,medio,salado,,Frijol promedio cocido,Frijoles de la olla,120,300,principal,plato,,panela-a-la-plancha-con-salsa.jpg
Panela a la Plancha con Salsa,Desayuno,suelto,medio,salado,,Aguacate Hass,Aguacate,47,94,principal,acompañamiento,,panela-a-la-plancha-con-salsa.jpg
Panela a la Plancha con Salsa,Desayuno,suelto,medio,salado,,Sal,Pizca de sal,1,,condimento,plato,,panela-a-la-plancha-con-salsa.jpg
Panela a la Plancha con Salsa,Desayuno,suelto,medio,salado,,Tortilla de maíz,Tortilla de maíz,60,180,principal,acompañamiento,,panela-a-la-plancha-con-salsa.jpg
Chilaquiles con Pollo,Desayuno,suelto,medio,salado,,Tostada de maíz horneada,Totopos horneados,40,52,principal,plato,,chilaquiles-con-pollo.jpg
Chilaquiles con Pollo,Desayuno,suelto,medio,salado,,Pechuga de pollo deshuesada sin piel,Pollo deshebrado,90,350,principal,plato,,chilaquiles-con-pollo.jpg
Chilaquiles con Pollo,Desayuno,suelto,medio,salado,,Queso fresco,Queso fresco,30,60,principal,plato,,chilaquiles-con-pollo.jpg
Chilaquiles con Pollo,Desayuno,suelto,medio,salado,,Salsa verde,Salsa verde,90,,sub-receta,plato,,chilaquiles-con-pollo.jpg
Chilaquiles con Pollo,Desayuno,suelto,medio,salado,,Crema ácida,Crema,15,24,fijo,plato,,chilaquiles-con-pollo.jpg
Chilaquiles con Pollo,Desayuno,suelto,medio,salado,,Aguacate Hass,Aguacate,31,94,principal,acompañamiento,,chilaquiles-con-pollo.jpg
Chilaquiles con Pollo,Desayuno,suelto,medio,salado,,Verduras mixtas,Verduras (cebolla),20,,guarnicion,plato,,chilaquiles-con-pollo.jpg
Reina Pepiada de Atún en Tostadas,Desayuno,suelto,medio,salado,,Tostada de maíz horneada,Tostadas horneadas,40,52,principal,plato,,reina-pepiada-de-atun-en-tostadas.jpg
Reina Pepiada de Atún en Tostadas,Desayuno,suelto,medio,salado,,Atún en agua drenado,Atún,100,200,principal,plato,,reina-pepiada-de-atun-en-tostadas.jpg
Reina Pepiada de Atún en Tostadas,Desayuno,suelto,medio,salado,,Aguacate Hass,Aguacate,70,94,principal,plato,,reina-pepiada-de-atun-en-tostadas.jpg
Reina Pepiada de Atún en Tostadas,Desayuno,suelto,medio,salado,,Mayonesa light,Mayonesa light,15,20,fijo,plato,,reina-pepiada-de-atun-en-tostadas.jpg
Reina Pepiada de Atún en Tostadas,Desayuno,suelto,medio,salado,,Verduras mixtas,Verduras (cebolla),15,,guarnicion,plato,,reina-pepiada-de-atun-en-tostadas.jpg
Reina Pepiada de Atún en Tostadas,Desayuno,suelto,medio,salado,,Cilantro picado crudo,Cilantro,5,,condimento,plato,,reina-pepiada-de-atun-en-tostadas.jpg
Reina Pepiada de Atún en Tostadas,Desayuno,suelto,medio,salado,,Sal,Pizca de sal,1,,condimento,plato,,reina-pepiada-de-atun-en-tostadas.jpg
Huevos Rancheros,Desayuno,suelto,medio,salado,,Tortilla de maíz,Tortilla de maíz,60,180,principal,plato,,huevos-rancheros.jpg
Huevos Rancheros,Desayuno,suelto,medio,salado,,Huevo entero fresco,Huevo estrellado,88,300,principal,plato,,huevos-rancheros.jpg
Huevos Rancheros,Desayuno,suelto,medio,salado,,Salsa roja,Salsa roja,90,,sub-receta,plato,,huevos-rancheros.jpg
Huevos Rancheros,Desayuno,suelto,medio,salado,,Frijol promedio cocido,Frijoles de la olla,120,300,principal,acompañamiento,,huevos-rancheros.jpg
Huevos Rancheros,Desayuno,suelto,medio,salado,,Queso fresco,Queso fresco,30,60,principal,plato,,huevos-rancheros.jpg
Huevos Rancheros,Desayuno,suelto,medio,salado,,Aguacate Hass,Aguacate,47,94,principal,acompañamiento,,huevos-rancheros.jpg
Huevos Divorciados,Desayuno,suelto,medio,salado,,Tortilla de maíz,Tortilla de maíz,60,180,principal,plato,,huevos-divorciados.jpg
Huevos Divorciados,Desayuno,suelto,medio,salado,,Huevo entero fresco,Huevo estrellado,88,300,principal,plato,,huevos-divorciados.jpg
Huevos Divorciados,Desayuno,suelto,medio,salado,,Salsa roja,Salsa roja,60,,sub-receta,plato,,huevos-divorciados.jpg
Huevos Divorciados,Desayuno,suelto,medio,salado,,Salsa verde,Salsa verde,60,,sub-receta,plato,,huevos-divorciados.jpg
Huevos Divorciados,Desayuno,suelto,medio,salado,,Frijol promedio cocido,Frijoles de la olla,120,300,principal,acompañamiento,,huevos-divorciados.jpg
Huevos Divorciados,Desayuno,suelto,medio,salado,,Tostada de maíz horneada,Totopos horneados,20,52,principal,plato,,huevos-divorciados.jpg
Huevos Pochados sobre Toast de Aguacate,Desayuno,suelto,medio,salado,,Pan de caja integral,Pan tostado integral,50,75,principal,plato,,huevos-pochados-sobre-toast-de-aguacate.jpg
Huevos Pochados sobre Toast de Aguacate,Desayuno,suelto,medio,salado,,Aguacate Hass,Aguacate machacado,47,94,principal,plato,,huevos-pochados-sobre-toast-de-aguacate.jpg
Huevos Pochados sobre Toast de Aguacate,Desayuno,suelto,medio,salado,,Huevo entero fresco,Huevo pochado,88,300,principal,plato,,huevos-pochados-sobre-toast-de-aguacate.jpg
Huevos Pochados sobre Toast de Aguacate,Desayuno,suelto,medio,salado,,Verduras mixtas,"Verduras (espinaca, jitomate cherry)",60,,guarnicion,plato,PENDIENTE crear Verduras mixtas,huevos-pochados-sobre-toast-de-aguacate.jpg
Huevos Pochados sobre Toast de Aguacate,Desayuno,suelto,medio,salado,,Chile cayena en polvo,Chile cayena en polvo,1,,condimento,plato,PENDIENTE crear en catalogo,huevos-pochados-sobre-toast-de-aguacate.jpg
Huevos Pochados sobre Toast de Aguacate,Desayuno,suelto,medio,salado,,Sal,Pizca de sal,1,,condimento,plato,,huevos-pochados-sobre-toast-de-aguacate.jpg
